Ind.ID origin.pop pred.pop US CAN
HI_SS0024 US CAN 0.482036754141312 0.517963245858688
HI_SS0041 CAN US 0.514524308915642 0.485475691084358
HI_SS0043 US US 0.553877886672951 0.446122113327049
HI_SS0091 US US 0.514847205201864 0.485152794798136
HI_SS0117 CAN US 0.511239767646289 0.488760232353711
HI_SS0124 US CAN 0.49694284431645 0.503057155683549
HI_SS0126 CAN US 0.554091658525369 0.445908341474631
HI_SS0129 CAN US 0.518193251585671 0.481806748414329
HI_SS0134 CAN US 0.533398498128316 0.466601501871684
HI_SS0149 US US 0.555861925653144 0.444138074346856
HI_SS0150 US CAN 0.446170164554676 0.553829835445324
NS_SS1451 CAN US 0.549986401971699 0.450013598028301
NS_SS0754 CAN US 0.622605604635403 0.377394395364597
NS_SS1431 CAN US 0.604184999402174 0.395815000597826
NS_SS0838 US US 0.510190790231488 0.489809209768512
NS_SS1445 CAN US 0.51348236162627 0.48651763837373
NS_SS1453 CAN US 0.552599046953959 0.447400953046041
NS_SS0751 CAN CAN 0.453971948055512 0.546028051944488
NS_SS0758 US CAN 0.490682302617087 0.509317697382913
NS_SS1010 US CAN 0.448691466648152 0.551308533351848
NS_SS0823 US CAN 0.480057190015525 0.519942809984475
NS_SS0829 US US 0.502545645151028 0.497454354848972
NS_SS0844 US CAN 0.471059197545851 0.528940802454149
NS_SS0881 CAN US 0.520098263459458 0.479901736540542
NS_SS0744 CAN US 0.651240906705456 0.348759093294544
NS_SS0879 US US 0.507013510954648 0.492986489045352
NS_SS0753 US US 0.526980235075525 0.473019764924475
NS_SS0872 US US 0.577893444817676 0.422106555182324
NS_SS0747 US US 0.652238298194161 0.347761701805839
NS_SS0835 CAN US 0.515582530580554 0.484417469419446
NS_SS0742 US US 0.7620437954589 0.2379562045411
NS_SS1437 US US 0.56688190761537 0.43311809238463
NS_SS1439 US US 0.557015743671119 0.442984256328881
NS_SS0841 CAN US 0.71286317834804 0.28713682165196
NS_SS0830 CAN US 0.605425104016522 0.394574895983478
