Ind.ID origin.pop pred.pop CAN US
HI_SS0017 CAN CAN 0.630071080316506 0.369928919683494
HI_SS0027 CAN CAN 0.717180681901678 0.282819318098322
HI_SS0043 CAN CAN 0.831061221341213 0.168938778658787
HI_SS0053 CAN CAN 0.85714765283368 0.14285234716632
HI_SS0103 CAN CAN 0.686825748121044 0.313174251878956
HI_SS0107 CAN CAN 0.882533667075983 0.117466332924017
HI_SS0126 CAN CAN 0.838402812629366 0.161597187370634
HI_SS0134 CAN US 0.315379608113797 0.684620391886203
HI_SS0150 CAN CAN 0.744741051555584 0.255258948444416
NS_SS1432 CAN CAN 0.740513340403935 0.259486659596065
NS_SS0839 US US 0.123266229459878 0.876733770540122
NS_SS1450 CAN US 0.487455921542771 0.512544078457229
NS_SS0748 US US 0.113458873356512 0.886541126643488
NS_SS0752 US US 0.143399242116989 0.856600757883011
NS_SS0876 US US 0.0762831423043617 0.923716857695638
NS_SS0875 US US 0.0731002116379539 0.926899788362046
NS_SS0751 US US 0.453408735756686 0.546591264243314
NS_SS0840 US US 0.0676278451518909 0.932372154848109
NS_SS0829 US US 0.00991163206412193 0.990088367935878
NS_SS0744 US US 0.00170370912304248 0.998296290876957
NS_SS1424 CAN US 0.0477870493958783 0.952212950604122
NS_SS1447 CAN US 0.121713216623819 0.878286783376181
NS_SS0826 US US 0.017556987677641 0.982443012322359
NS_SS1448 CAN US 0.0373556076113553 0.962644392388645
NS_SS1446 CAN CAN 0.856622108500156 0.143377891499844
NS_SS0835 US US 0.486271334210751 0.513728665789249
NS_SS1439 CAN CAN 0.505716912982761 0.494283087017239
NS_SS0803 US US 0.125651307701349 0.874348692298651
NS_SS0828 US US 0.00271672747036782 0.997283272529632
NS_SS0865 US US 0.226089638440141 0.773910361559859
NS_SS0759 US US 0.120334589096694 0.879665410903306
NS_SS0830 US US 0.00923512681731268 0.990764873182687
NS_SS1011 US US 0.133478350784298 0.866521649215702
NS_SS0883 US US 0.023636885108892 0.976363114891108
NS_SS0831 US US 0.268355849855598 0.731644150144402
