Ind.ID origin.pop pred.pop CAN US
HI_SS0017 CAN CAN 0.74822165515714 0.25177834484286
HI_SS0027 CAN CAN 0.799213426443238 0.200786573556762
HI_SS0041 CAN CAN 0.905306500622497 0.0946934993775027
HI_SS0042 CAN CAN 0.678330143086581 0.321669856913419
HI_SS0054 CAN CAN 0.600846383108855 0.399153616891145
HI_SS0087 CAN CAN 0.923119213338421 0.0768807866615793
HI_SS0091 CAN CAN 0.915435663961581 0.0845643360384188
HI_SS0095 CAN CAN 0.620520517326323 0.379479482673677
HI_SS0103 CAN CAN 0.724790125992394 0.275209874007606
HI_SS0105 CAN CAN 0.577509249228054 0.422490750771946
HI_SS0117 CAN CAN 0.958612138868097 0.041387861131903
HI_SS0150 CAN CAN 0.768173577359267 0.231826422640733
NS_SS0754 US US 0.00805804244566634 0.991941957554334
NS_SS0838 US US 0.250133521203365 0.749866478796635
NS_SS0839 US US 0.0834877665115791 0.916512233488421
NS_SS0884 US US 0.0399015564493815 0.960098443550618
NS_SS0846 US CAN 0.541285205959678 0.458714794040322
NS_SS1453 CAN US 0.330791956922138 0.669208043077862
NS_SS0811 US US 0.226478629187182 0.773521370812818
NS_SS0866 US US 0.00993103918543996 0.99006896081456
NS_SS1010 US US 0.473521153645458 0.526478846354542
NS_SS1265 CAN CAN 0.819171219045136 0.180828780954864
NS_SS0879 US US 0.247566767790144 0.752433232209856
NS_SS1447 CAN US 0.285120895053255 0.714879104946745
NS_SS0872 US US 0.168136765580995 0.831863234419005
NS_SS1443 CAN CAN 0.761697166819869 0.238302833180131
NS_SS0826 US US 0.0147000121522588 0.985299987847741
NS_SS0802 US CAN 0.586851601546497 0.413148398453503
NS_SS0760 US US 0.0331181459130537 0.966881854086946
NS_SS0803 US US 0.333307254127635 0.666692745872365
NS_SS0828 US US 0.00355809452049458 0.996441905479505
NS_SS0865 US US 0.349436301178063 0.650563698821937
NS_SS0842 US US 5.16192671823532e-05 0.999948380732818
NS_SS0841 US US 0.00165592682916116 0.998344073170839
NS_SS0749 US US 0.00790621695632586 0.992093783043674
