Ind.ID pred.pop pop.1 pop.2
1 pop.1 0.998623706928059 0.00137629307194098
2 pop.1 0.999407873604943 0.000592126395057235
3 pop.1 0.999571018532426 0.000428981467573863
4 pop.1 0.998985164438068 0.00101483556193183
5 pop.1 0.999539678960469 0.000460321039530531
6 pop.1 0.999764705235493 0.000235294764507343
7 pop.1 0.997441071285221 0.00255892871477892
8 pop.1 0.999364806877609 0.000635193122391131
9 pop.1 0.998370503201023 0.0016294967989765
10 pop.1 0.999801293008761 0.000198706991239361
11 pop.1 0.999655418755872 0.000344581244127951
12 pop.1 0.999553310570936 0.000446689429064007
13 pop.1 0.998618006307388 0.00138199369261194
14 pop.1 0.999024989329265 0.000975010670735021
15 pop.1 0.99960172070567 0.000398279294329895
16 pop.1 0.999165979254218 0.000834020745781872
17 pop.1 0.999389771237561 0.000610228762438658
18 pop.1 0.999355955298039 0.000644044701960889
19 pop.1 0.999111494363652 0.000888505636347903
20 pop.1 0.999801781981468 0.000198218018531815
21 pop.1 0.999370090160219 0.000629909839780618
22 pop.1 0.999188894270498 0.000811105729501715
23 pop.1 0.997508056751484 0.00249194324851632
24 pop.1 0.998747484309842 0.0012525156901585
25 pop.1 0.999291540691882 0.000708459308117693
26 pop.1 0.999602893886147 0.000397106113853241
27 pop.1 0.999798909018074 0.000201090981925667
28 pop.1 0.999032872326347 0.000967127673653034
29 pop.1 0.997036918821527 0.00296308117847266
30 pop.1 0.999703854331856 0.000296145668143843
31 pop.1 0.999079672657949 0.000920327342051497
32 pop.1 0.997850893576159 0.00214910642384092
33 pop.1 0.997150306357606 0.00284969364239429
34 pop.1 0.999207519165174 0.00079248083482597
35 pop.1 0.998859978596028 0.00114002140397218
36 pop.1 0.99975733031612 0.000242669683880425
37 pop.1 0.999449154732166 0.000550845267833555
38 pop.1 0.999855860917294 0.000144139082705719
39 pop.1 0.998205761476115 0.00179423852388516
40 pop.1 0.998773177431868 0.00122682256813167
41 pop.1 0.999532954689793 0.000467045310206915
42 pop.1 0.999575668629226 0.000424331370774356
