Ind.ID pred.pop pop.1 pop.2
1 pop.1 0.996887159840473 0.0031128401595274
2 pop.1 0.998488490847889 0.00151150915211107
3 pop.1 0.998853274109889 0.00114672589011133
4 pop.1 0.997601971152025 0.00239802884797491
5 pop.1 0.998781843297559 0.00121815670244119
6 pop.1 0.999314680896703 0.000685319103297055
7 pop.1 0.994707623107264 0.00529237689273621
8 pop.1 0.998394772101416 0.00160522789858364
9 pop.1 0.996402988138212 0.0035970118617884
10 pop.1 0.999407116562469 0.000592883437530611
11 pop.1 0.999049588504682 0.000950411495317827
12 pop.1 0.99881282450311 0.00118717549688974
13 pop.1 0.996876124464982 0.00312387553501825
14 pop.1 0.997682799902701 0.00231720009729874
15 pop.1 0.998923982524853 0.00107601747514741
16 pop.1 0.99797296451455 0.00202703548545025
17 pop.1 0.998448982196025 0.00155101780397504
18 pop.1 0.998375625056096 0.00162437494390433
19 pop.1 0.997860051388164 0.00213994861183586
20 pop.1 0.999408367545225 0.000591632454774893
21 pop.1 0.998406218767635 0.00159378123236542
22 pop.1 0.998020768067523 0.00197923193247673
23 pop.1 0.994826344236969 0.00517365576303075
24 pop.1 0.997128462641589 0.00287153735841095
25 pop.1 0.998237392841638 0.00176260715836174
26 pop.1 0.998926699583638 0.00107330041636222
27 pop.1 0.999401023666836 0.000598976333163637
28 pop.1 0.997698855313253 0.00230114468674725
29 pop.1 0.994000541693539 0.00599945830646076
30 pop.1 0.999165314283358 0.000834685716642025
31 pop.1 0.99779456994609 0.0022054300539105
32 pop.1 0.995441638816202 0.00455836118379827
33 pop.1 0.994197399874242 0.00580260012575839
34 pop.1 0.998059765436673 0.00194023456332704
35 pop.1 0.997350783659407 0.00264921634059323
36 pop.1 0.999296307729955 0.000703692270045075
37 pop.1 0.998579248921325 0.00142075107867545
38 pop.1 0.999549775669654 0.000450224330346249
39 pop.1 0.996093922553013 0.00390607744698723
40 pop.1 0.997178975178331 0.00282102482166913
41 pop.1 0.998766609428864 0.00123339057113592
42 pop.1 0.998863935541921 0.00113606445807934
43 pop.1 0.998478511464162 0.00152148853583789
44 pop.1 0.99656650275726 0.00343349724273956
45 pop.1 0.998836408884323 0.00116359111567677
46 pop.1 0.998158081404723 0.00184191859527694
47 pop.1 0.998517992313912 0.00148200768608753
48 pop.1 0.997585165993529 0.00241483400647058
49 pop.2 5.38989644597806e-06 0.999994610103554
50 pop.2 2.69232518681062e-06 0.999997307674813
51 pop.2 5.97569699170127e-06 0.999994024303008
52 pop.2 6.34843761926916e-06 0.999993651562381
53 pop.2 4.40155250901256e-06 0.999995598447491
54 pop.2 2.94631039144644e-06 0.999997053689609
55 pop.2 9.48749802994295e-06 0.99999051250197
56 pop.2 2.89857368839353e-06 0.999997101426312
57 pop.2 1.12861519075276e-06 0.999998871384809
58 pop.2 3.70456490802534e-06 0.999996295435092
59 pop.2 7.03494246146908e-06 0.999992965057539
60 pop.2 9.88927423471831e-06 0.999990110725765
61 pop.2 2.27535219495897e-06 0.999997724647805
62 pop.2 2.98901695757544e-06 0.999997010983042
63 pop.2 5.22728676837678e-06 0.999994772713232
64 pop.2 3.31361426651573e-06 0.999996686385733
65 pop.2 5.30185478935603e-06 0.999994698145211
66 pop.2 5.66628568909258e-06 0.999994333714311
67 pop.2 2.24055244982227e-06 0.99999775944755
68 pop.2 4.74009130677399e-06 0.999995259908693
69 pop.2 3.78011342871434e-06 0.999996219886571
70 pop.2 1.18028179816957e-06 0.999998819718202
71 pop.2 6.86166412450796e-06 0.999993138335875
72 pop.2 1.64469840240315e-05 0.999983553015976
73 pop.2 4.89545016329141e-06 0.999995104549837
74 pop.2 1.09390721472393e-05 0.999989060927853
75 pop.2 4.73082658803885e-06 0.999995269173412
76 pop.2 1.92174506944623e-06 0.999998078254931
77 pop.2 9.34031202464737e-06 0.999990659687975
78 pop.2 5.97591078214057e-06 0.999994024089218
79 pop.2 5.48752830543196e-06 0.999994512471695
80 pop.2 3.26577843228354e-06 0.999996734221568
81 pop.2 3.85283317103781e-06 0.999996147166829
82 pop.2 4.05104055804374e-06 0.999995948959442
83 pop.2 4.50082041381725e-06 0.999995499179586
84 pop.2 2.12537443289129e-06 0.999997874625567
85 pop.2 3.46927076103954e-06 0.999996530729239
86 pop.2 5.05888081997436e-06 0.99999494111918
87 pop.2 6.99290856214425e-06 0.999993007091438
88 pop.2 4.81004290665944e-06 0.999995189957093
89 pop.2 2.51572552415142e-06 0.999997484274476
90 pop.2 3.70671816115935e-06 0.999996293281839
91 pop.2 9.39867694452257e-06 0.999990601323056
92 pop.2 1.61002172697018e-05 0.99998389978273
93 pop.2 6.79704946399223e-06 0.999993202950536
94 pop.2 5.88233490432994e-06 0.999994117665096
95 pop.2 5.35508728832462e-06 0.999994644912712
96 pop.2 2.5152498565113e-06 0.999997484750143
97 pop.2 3.2683992223433e-06 0.999996731600778
98 pop.2 1.59484389057273e-05 0.999984051561094
99 pop.2 8.34488779387866e-06 0.999991655112206
100 pop.2 2.49232565754668e-06 0.999997507674342
101 pop.2 5.42746899580488e-06 0.999994572531004
102 pop.2 5.58250545656172e-06 0.999994417494543
103 pop.2 7.13168853495915e-06 0.999992868311465
104 pop.2 8.09234815506209e-06 0.999991907651845
105 pop.2 7.98212809169596e-06 0.999992017871908
106 pop.2 0.00909412498661491 0.990905875013385
107 pop.2 0.0284078655169007 0.971592134483099
108 pop.2 0.0182749561808504 0.98172504381915
109 pop.2 0.048931529757327 0.951068470242673
110 pop.2 0.0211345698360903 0.97886543016391
111 pop.2 0.0610568688076966 0.938943131192303
112 pop.2 0.0218459703741341 0.978154029625866
113 pop.2 0.0360166056583026 0.963983394341697
114 pop.2 0.0426252646715457 0.957374735328454
115 pop.2 0.032301478852832 0.967698521147168
116 pop.2 0.0241750808886408 0.975824919111359
117 pop.2 0.0413442148308286 0.958655785169171
118 pop.2 0.0191286106148198 0.98087138938518
119 pop.2 0.0155594695307247 0.984440530469275
120 pop.2 0.0121117574346667 0.987888242565333
121 pop.2 0.0728598226386973 0.927140177361303
122 pop.2 0.00663066416162185 0.993369335838378
123 pop.2 0.00799368217225518 0.992006317827745
124 pop.2 0.0112742362576771 0.988725763742323
125 pop.2 0.0252738976135255 0.974726102386475
126 pop.2 0.0402571769829671 0.959742823017033
127 pop.2 0.0476525098301609 0.952347490169839
128 pop.2 0.0348104774451561 0.965189522554844
129 pop.2 0.0398322357308089 0.960167764269191
130 pop.2 0.0285819669438977 0.971418033056102
131 pop.2 0.0269725496424234 0.973027450357577
132 pop.2 0.0190274970455678 0.980972502954432
133 pop.2 0.0132095851195474 0.986790414880453
134 pop.2 0.00292904804862065 0.997070951951379
135 pop.2 0.0231474831670065 0.976852516832994
136 pop.2 0.0198986136159396 0.98010138638406
137 pop.2 0.0412946707270448 0.958705329272955
138 pop.2 0.0212937773617156 0.978706222638284
139 pop.2 0.00786457984368667 0.992135420156313
140 pop.2 0.010430422525322 0.989569577474678
141 pop.2 0.0525041119155202 0.94749588808448
142 pop.2 0.027762224430469 0.972237775569531
143 pop.2 0.0139556393209818 0.986044360679018
144 pop.2 0.0181805546289849 0.981819445371015
145 pop.2 0.0544373309212357 0.945562669078764
146 pop.2 0.0153792363258464 0.984620763674154
147 pop.2 0.0216352407121725 0.978364759287828
148 pop.2 0.0183687918552605 0.98163120814474
149 pop.2 0.0209774713261759 0.979022528673824
150 pop.2 0.0219291627337845 0.978070837266216
151 pop.2 0.0174865150454917 0.982513484954508
152 pop.2 0.0764386143464302 0.92356138565357
153 pop.2 0.0349999519336289 0.965000048066371
154 pop.2 0.0450487472308484 0.954951252769152
155 pop.2 0.0093841428634305 0.99061585713657
156 pop.2 0.0188500098844013 0.981149990115599
157 pop.2 0.0190664988666519 0.980933501133348
158 pop.2 0.015951089912067 0.984048910087933
159 pop.2 0.0178675905402649 0.982132409459735
160 pop.2 0.0299996300715611 0.970000369928439
161 pop.2 0.0146526744442782 0.985347325555722
162 pop.2 0.0223416740175704 0.97765832598243
163 pop.2 0.0310307323051418 0.968969267694858
164 pop.2 0.012569833633631 0.987430166366369
