Ind.ID origin.pop pred.pop US CAN
HI_SS0021 US US 0.742502188298217 0.257497811701783
HI_SS0024 US US 0.721242882304797 0.278757117695203
HI_SS0027 US CAN 0.485217215006758 0.514782784993242
HI_SS0039 US US 0.694640204632869 0.305359795367131
HI_SS0041 US CAN 0.490858909003138 0.509141090996862
HI_SS0042 CAN US 0.722047881749198 0.277952118250802
HI_SS0105 CAN CAN 0.389342486497495 0.610657513502505
HI_SS0117 CAN US 0.731935929054269 0.268064070945731
HI_SS0118 CAN CAN 0.486106212683355 0.513893787316644
HI_SS0132 CAN US 0.505414735507578 0.494585264492422
HI_SS0149 US CAN 0.474516779967887 0.525483220032113
NS_SS1451 US US 0.730106120446332 0.269893879553668
NS_SS0839 CAN US 0.54062788876864 0.45937211123136
NS_SS0832 CAN CAN 0.348285088703201 0.651714911296799
NS_SS0820 CAN US 0.533017052263886 0.466982947736114
NS_SS0846 CAN CAN 0.451019573159693 0.548980426840307
NS_SS0825 CAN US 0.598332184380452 0.401667815619548
NS_SS0757 US US 0.597936541665494 0.402063458334506
NS_SS0876 CAN CAN 0.347035000350399 0.652964999649601
NS_SS1442 US CAN 0.439341910374752 0.560658089625248
NS_SS0740 CAN CAN 0.432796465295497 0.567203534704503
NS_SS0751 US US 0.559248114882093 0.440751885117907
NS_SS0755 CAN CAN 0.358576759471305 0.641423240528695
NS_SS0881 US US 0.606596542085103 0.393403457914897
NS_SS0822 US CAN 0.49119254605702 0.50880745394298
NS_SS0827 US US 0.726032128987838 0.273967871012162
NS_SS1434 US US 0.57352304883491 0.42647695116509
NS_SS1448 US US 0.911716380138376 0.0882836198616245
NS_SS0818 US US 0.536570070480986 0.463429929519014
NS_SS1439 US US 0.553731655411567 0.446268344588433
NS_SS0760 CAN CAN 0.303718137087244 0.696281862912756
NS_SS0761 CAN US 0.602076555669536 0.397923444330464
NS_SS0841 CAN CAN 0.449005708280601 0.550994291719399
NS_SS0830 US CAN 0.488961355943859 0.511038644056141
NS_SS0749 US CAN 0.419361063115311 0.580638936884689
