Ind.ID origin.pop pred.pop CAN US
HI_SS0041 US US 0.367797595367053 0.632202404632947
HI_SS0042 CAN US 0.487350662819403 0.512649337180597
HI_SS0107 CAN US 0.441512373136486 0.558487626863514
HI_SS0118 US US 0.467685462862564 0.532314537137436
HI_SS0126 CAN US 0.412709448847711 0.587290551152289
HI_SS0127 US US 0.463850570113322 0.536149429886678
HI_SS0129 CAN CAN 0.509262886228397 0.490737113771603
HI_SS0149 CAN US 0.487865893372783 0.512134106627217
NS_SS1451 US US 0.372685074015785 0.627314925984215
NS_SS0754 US US 0.486966396177486 0.513033603822515
NS_SS1432 US CAN 0.538146634504309 0.461853365495691
NS_SS1431 CAN US 0.400802270656176 0.599197729343824
NS_SS0751 US CAN 0.505376522128637 0.494623477871363
NS_SS0867 CAN US 0.438221495117786 0.561778504882214
NS_SS0840 CAN US 0.351663049022926 0.648336950977074
NS_SS1427 CAN US 0.415653807063892 0.584346192936108
NS_SS1444 US US 0.357496612557578 0.642503387442422
NS_SS0834 CAN US 0.46604671617361 0.53395328382639
NS_SS0753 US US 0.42182541279732 0.57817458720268
NS_SS1007 CAN US 0.42001465033103 0.57998534966897
NS_SS0872 US US 0.353367973304042 0.646632026695958
NS_SS1262 US US 0.480304574872643 0.519695425127357
NS_SS1434 CAN US 0.350919634718033 0.649080365281967
NS_SS1448 US US 0.358690033833535 0.641309966166465
NS_SS1446 US US 0.417731673300536 0.582268326699464
NS_SS0747 US US 0.436450945225396 0.563549054774604
NS_SS1439 CAN US 0.319772339536757 0.680227660463243
NS_SS0760 US CAN 0.54145875235988 0.45854124764012
NS_SS0803 CAN CAN 0.549059958914425 0.450940041085575
NS_SS0759 CAN US 0.427615860360997 0.572384139639003
NS_SS0761 US US 0.43388707517191 0.56611292482809
NS_SS0841 CAN US 0.288538608212388 0.711461391787612
NS_SS0883 US US 0.42048296674939 0.57951703325061
NS_SS0831 US US 0.367544777716739 0.632455222283261
NS_SS0749 US US 0.481167134986636 0.518832865013364
