Ind.ID origin.pop pred.pop US CAN
HI_SS0021 CAN US 0.556271618985411 0.443728381014589
HI_SS0042 CAN US 0.508594951957666 0.491405048042334
HI_SS0049 US US 0.545539052018423 0.454460947981577
HI_SS0095 US CAN 0.496113098231236 0.503886901768764
HI_SS0103 CAN US 0.589647608068603 0.410352391931397
HI_SS0107 US US 0.631324606182846 0.368675393817154
HI_SS0112 CAN US 0.5695488388148 0.4304511611852
HI_SS0127 US US 0.561390715363642 0.438609284636358
HI_SS0134 US US 0.55517363940503 0.44482636059497
NS_SS0838 CAN US 0.615386486684784 0.384613513315216
NS_SS0832 CAN US 0.52562370810174 0.47437629189826
NS_SS0752 CAN US 0.54821993267708 0.45178006732292
NS_SS1445 CAN US 0.561849636929634 0.438150363070366
NS_SS0811 CAN US 0.544440573578074 0.455559426421926
NS_SS0751 US US 0.540858028184639 0.459141971815361
NS_SS0867 US US 0.569328545858802 0.430671454141198
NS_SS0840 US US 0.569896049648122 0.430103950351878
NS_SS1010 US US 0.525650861463793 0.474349138536207
NS_SS0837 US US 0.574866034320531 0.425133965679469
NS_SS0746 US US 0.527698139519589 0.472301860480411
NS_SS1424 CAN US 0.526987301831876 0.473012698168124
NS_SS0879 CAN CAN 0.499082332620071 0.500917667379929
NS_SS1447 US US 0.515120897957672 0.484879102042328
NS_SS1007 US US 0.541885162622225 0.458114837377775
NS_SS0827 US US 0.563203059788443 0.436796940211557
NS_SS1434 CAN US 0.511384357309113 0.488615642690887
NS_SS1446 US US 0.535347628298467 0.464652371701533
NS_SS0745 CAN US 0.588638023128572 0.411361976871428
NS_SS0739 CAN US 0.594110401410813 0.405889598589187
NS_SS0747 US US 0.514072316543404 0.485927683456596
NS_SS0835 CAN US 0.530553830552554 0.469446169447446
NS_SS1439 US US 0.559097074539375 0.440902925460625
NS_SS0865 US US 0.56053624698767 0.43946375301233
NS_SS0830 CAN US 0.539050370459411 0.460949629540589
NS_SS0883 US CAN 0.473907328182235 0.526092671817765
