Ind.ID origin.pop pred.pop US CAN
HI_SS0021 US US 0.595923891378885 0.404076108621115
HI_SS0042 US US 0.551112915333483 0.448887084666517
HI_SS0043 CAN US 0.551500095848806 0.448499904151194
HI_SS0049 CAN US 0.526232735942746 0.473767264057254
HI_SS0053 CAN US 0.543314984923833 0.456685015076167
HI_SS0091 US US 0.508960289039286 0.491039710960714
HI_SS0095 CAN US 0.549024128604673 0.450975871395327
HI_SS0103 US US 0.559861906026598 0.440138093973402
HI_SS0105 CAN US 0.537218200190906 0.462781799809094
HI_SS0107 US US 0.540634782598607 0.459365217401393
HI_SS0118 US US 0.535097328888476 0.464902671111524
HI_SS0124 CAN US 0.594513274860007 0.405486725139993
HI_SS0129 US US 0.511342959573506 0.488657040426494
HI_SS0151 US US 0.506893157450837 0.493106842549163
NS_SS1450 US US 0.522847304596897 0.477152695403103
NS_SS0884 US US 0.588759368923878 0.411240631076122
NS_SS1445 US US 0.539761347595792 0.460238652404208
NS_SS0757 US US 0.531597257487342 0.468402742512658
NS_SS0876 CAN US 0.547832170587702 0.452167829412298
NS_SS0840 US US 0.553364775403464 0.446635224596536
NS_SS1444 US US 0.536959961485186 0.463040038514814
NS_SS0823 CAN US 0.554910510916854 0.445089489083146
NS_SS0844 CAN US 0.540585735437385 0.459414264562615
NS_SS1008 US US 0.583022342403687 0.416977657596313
NS_SS0744 CAN US 0.547242038704984 0.452757961295016
NS_SS0804 CAN US 0.545311548107066 0.454688451892934
NS_SS0880 US US 0.546793620097185 0.453206379902815
NS_SS0753 US US 0.550730158891524 0.449269841108476
NS_SS1447 CAN US 0.558850777974251 0.441149222025749
NS_SS1443 US US 0.549723206135753 0.450276793864247
NS_SS1434 US US 0.538764483183193 0.461235516816807
NS_SS1446 CAN US 0.549762303406256 0.450237696593744
NS_SS0842 CAN US 0.529029876860114 0.470970123139886
NS_SS1011 CAN US 0.547710148240132 0.452289851759868
NS_SS0831 CAN US 0.543156258415501 0.456843741584499
