Ind.ID origin.pop pred.pop CAN US
HI_SS0017 CAN CAN 0.658725690626708 0.341274309373292
HI_SS0041 CAN CAN 0.513497997580252 0.486502002419748
HI_SS0087 CAN CAN 0.697015782697608 0.302984217302392
HI_SS0095 CAN CAN 0.507484462685393 0.492515537314607
HI_SS0118 CAN CAN 0.567971270013825 0.432028729986175
HI_SS0126 CAN CAN 0.594166969270535 0.405833030729465
HI_SS0149 CAN CAN 0.597848568337501 0.402151431662499
HI_SS0151 CAN CAN 0.533606514638731 0.466393485361269
NS_SS0839 US US 0.354923884420042 0.645076115579958
NS_SS1450 CAN CAN 0.754969068890264 0.245030931109736
NS_SS0820 US US 0.413936336308579 0.586063663691421
NS_SS0748 US US 0.483326625851719 0.516673374148281
NS_SS0752 US US 0.387850681437522 0.612149318562478
NS_SS0876 US US 0.282671190276507 0.717328809723493
NS_SS1453 CAN US 0.275092740870933 0.724907259129067
NS_SS1442 CAN US 0.307915529326028 0.692084470673972
NS_SS0755 US US 0.188941735547387 0.811058264452613
NS_SS0804 US US 0.271115158694697 0.728884841305303
NS_SS1424 CAN US 0.0656061654949528 0.934393834505047
NS_SS0872 US US 0.351331819261008 0.648668180738992
NS_SS1262 CAN CAN 0.66341740996144 0.33658259003856
NS_SS0827 US US 0.320054307040249 0.679945692959751
NS_SS1443 CAN US 0.346058162526711 0.653941837473289
NS_SS1434 CAN CAN 0.634966202230303 0.365033797769697
NS_SS1448 CAN US 0.350488884035625 0.649511115964375
NS_SS0747 US US 0.287038534518906 0.712961465481095
NS_SS0742 US US 0.0275084882528436 0.972491511747156
NS_SS0760 US US 0.357334088473275 0.642665911526725
NS_SS0865 US US 0.45033395295838 0.54966604704162
NS_SS0874 US US 0.0697685367951523 0.930231463204848
NS_SS0761 US US 0.321424568847693 0.678575431152307
NS_SS0842 US US 0.0218966729027298 0.97810332709727
NS_SS0841 US US 0.0361130625954576 0.963886937404542
NS_SS1011 US US 0.327125109881961 0.672874890118039
NS_SS0749 US US 0.185950173046597 0.814049826953403
