Ind.ID origin.pop pred.pop CAN US
HI_SS0021 CAN CAN 0.640461332850537 0.359538667149463
HI_SS0042 CAN CAN 0.523443766143839 0.476556233856161
HI_SS0043 CAN CAN 0.631612758850799 0.368387241149201
HI_SS0049 CAN US 0.456960107260899 0.543039892739101
HI_SS0107 CAN CAN 0.642496852978774 0.357503147021226
HI_SS0118 CAN CAN 0.660300785376921 0.339699214623079
HI_SS0126 CAN CAN 0.61304452994832 0.38695547005168
HI_SS0132 CAN CAN 0.579142198457853 0.420857801542147
HI_SS0134 CAN CAN 0.59185954032236 0.408140459677641
HI_SS0150 CAN CAN 0.621494357121203 0.378505642878798
NS_SS0884 US US 0.247616346927952 0.752383653072048
NS_SS1445 CAN CAN 0.626514785475561 0.373485214524439
NS_SS0757 US CAN 0.518518825535702 0.481481174464298
NS_SS0876 US US 0.45118711016806 0.54881288983194
NS_SS1442 CAN US 0.465509652016656 0.534490347983343
NS_SS0875 US US 0.2728409090863 0.7271590909137
NS_SS0740 US CAN 0.552548037749637 0.447451962250363
NS_SS0751 US CAN 0.618239490045471 0.381760509954529
NS_SS0755 US US 0.366055631849342 0.633944368150658
NS_SS1455 CAN CAN 0.585306832942853 0.414693167057147
NS_SS1008 US US 0.436896859732684 0.563103140267316
NS_SS0834 US US 0.303816486903348 0.696183513096652
NS_SS1265 CAN CAN 0.681828821966475 0.318171178033525
NS_SS0804 US US 0.406493705241575 0.593506294758424
NS_SS0880 US US 0.465760960342356 0.534239039657644
NS_SS0879 US CAN 0.529298870754088 0.470701129245912
NS_SS0872 US US 0.414409774528594 0.585590225471407
NS_SS1448 CAN US 0.437143636200355 0.562856363799645
NS_SS1446 CAN CAN 0.597568277320717 0.402431722679283
NS_SS0835 US US 0.437047604056259 0.562952395943741
NS_SS0742 US US 0.0426540921612718 0.957345907838728
NS_SS0760 US US 0.120392375150485 0.879607624849515
NS_SS0865 US US 0.38095087954301 0.61904912045699
NS_SS0759 US US 0.267621400225508 0.732378599774492
NS_SS0841 US US 0.0243734483506232 0.975626551649377
