Ind.ID origin.pop pred.pop US CAN
HI_SS0021 US US 0.529912855340272 0.470087144659728
HI_SS0027 CAN US 0.614824246732247 0.385175753267753
HI_SS0039 US CAN 0.468151709430591 0.531848290569409
HI_SS0041 US US 0.600002190516261 0.399997809483739
HI_SS0042 CAN US 0.617585741415151 0.382414258584849
HI_SS0053 US US 0.660975532236722 0.339024467763278
HI_SS0054 CAN US 0.533012269166068 0.466987730833932
HI_SS0091 US CAN 0.463479916943718 0.536520083056282
HI_SS0105 CAN US 0.570160003685937 0.429839996314063
HI_SS0117 US US 0.560394912051142 0.439605087948858
HI_SS0124 US CAN 0.464985956197078 0.535014043802922
HI_SS0126 US US 0.538475409084539 0.461524590915461
HI_SS0132 US US 0.565072002931248 0.434927997068752
NS_SS1432 CAN US 0.507701574375401 0.492298425624599
NS_SS1431 CAN CAN 0.403880932866753 0.596119067133247
NS_SS1423 CAN US 0.547441853399687 0.452558146600313
NS_SS0757 CAN CAN 0.368909163748602 0.631090836251398
NS_SS0875 CAN US 0.654992542952654 0.345007457047346
NS_SS0811 US CAN 0.467518865955145 0.532481134044855
NS_SS0755 CAN US 0.518138313788745 0.481861686211255
NS_SS0840 US US 0.52033206603026 0.47966793396974
NS_SS1010 US US 0.708770635153585 0.291229364846415
NS_SS0837 CAN US 0.554764031254904 0.445235968745096
NS_SS1008 CAN CAN 0.428267171471237 0.571732828528763
NS_SS0881 CAN US 0.549814804025239 0.450185195974761
NS_SS0744 CAN CAN 0.486119057463843 0.513880942536157
NS_SS1438 CAN US 0.515959357587932 0.484040642412068
NS_SS0746 US US 0.528101431759333 0.471898568240667
NS_SS0827 US US 0.50326050652185 0.49673949347815
NS_SS1443 US CAN 0.240094138133905 0.759905861866095
NS_SS0747 US CAN 0.43012214908458 0.56987785091542
NS_SS0803 US US 0.63094663173346 0.36905336826654
NS_SS0865 CAN US 0.74181019159401 0.25818980840599
NS_SS0841 US US 0.77891294531629 0.22108705468371
NS_SS0749 US US 0.584757284417168 0.415242715582832
