Ind.ID origin.pop pred.pop US CAN
HI_SS0027 CAN US 0.71839057336689 0.28160942663311
HI_SS0054 US US 0.56958921393566 0.43041078606434
HI_SS0087 US CAN 0.28205146480233 0.71794853519767
HI_SS0103 US CAN 0.392577737757848 0.607422262242151
HI_SS0105 CAN CAN 0.410675955951466 0.589324044048534
HI_SS0107 CAN CAN 0.332503054954825 0.667496945045175
HI_SS0112 CAN US 0.595264437503726 0.404735562496274
HI_SS0114 CAN US 0.640935009861042 0.359064990138958
HI_SS0117 US US 0.810378689841276 0.189621310158724
HI_SS0126 CAN US 0.75378351978936 0.24621648021064
HI_SS0149 US US 0.582715536822152 0.417284463177848
HI_SS0150 US CAN 0.236797419329204 0.763202580670796
NS_SS0838 US US 0.570653342240321 0.429346657759679
NS_SS0752 CAN US 0.529229048428938 0.470770951571062
NS_SS0846 US CAN 0.400125762722231 0.599874237277769
NS_SS0757 US CAN 0.437810265005587 0.562189734994413
NS_SS0876 CAN CAN 0.379442565734561 0.620557434265439
NS_SS0866 US CAN 0.45316616804146 0.54683383195854
NS_SS1427 US CAN 0.275322296958954 0.724677703041046
NS_SS1444 US CAN 0.452324759644451 0.547675240355549
NS_SS1455 CAN US 0.825477368876692 0.174522631123308
NS_SS0844 CAN US 0.748975120787013 0.251024879212987
NS_SS0746 US US 0.539196081807613 0.460803918192387
NS_SS1007 US US 0.583084601609304 0.416915398390696
NS_SS0872 US CAN 0.419592426201447 0.580407573798553
NS_SS1443 CAN CAN 0.240803395955492 0.759196604044508
NS_SS1434 CAN CAN 0.403349585340471 0.596650414659529
NS_SS0802 US CAN 0.350666842228921 0.649333157771079
NS_SS0747 CAN CAN 0.416867739951178 0.583132260048822
NS_SS1437 US CAN 0.349938087746888 0.650061912253112
NS_SS1439 CAN CAN 0.333227420369039 0.666772579630961
NS_SS0760 US CAN 0.417962089479152 0.582037910520848
NS_SS0828 US CAN 0.428416166399365 0.571583833600635
NS_SS0841 CAN CAN 0.449115180862234 0.550884819137766
NS_SS0831 CAN CAN 0.394709355034591 0.605290644965409
