ID,Country,Lat,Long,Year,Month,Day,NAFO,Length,Age,Sex
NS_SS0730,US,40.127365,-71.261828,2019,3,31,5Zw,320,4,F
NS_SS1442,Canada,47.94462,-65.55209,2019,6,12,4T,372,6,M
NS_SS1422,Canada,47.94462,-65.55209,2019,6,12,4T,328,4,F
NS_SS1277,Canada,46.79833,-60.29111,2019,6,21,3Ps4Vn,277,2,M
NS_SS1245,Canada,45.25,-55.21666666666667,2019,7,4,3Ps4Vn,316,3,F
NS_SS1240,Canada,45.11666666666667,-55.233333333333334,2019,7,4,3Ps4Vn,365,4,F
NS_SS0875,US,41.129417,-68.953248,2019,4,14,5YZe,255,2,M
NS_SS0923,US,39.072687,-72.81808,2019,3,19,6AB,315,4,M
NS_SS0774,US,40.082308,-70.445578,2019,4,2,5Zw,340,4,F
NS_SS0740,US,41.129417,-68.953248,2019,4,14,5YZe,215,1,F
NS_SS1419,Canada,47.94462,-65.55209,2019,6,12,4T,310,4,F
NS_SS0723,US,40.380145,-71.098223,2019,3,31,5Zw,260,2,F
NS_SS0905,US,38.369385,-73.576595,2019,3,17,6AB,340,5,F
NS_SS1275,Canada,46.79833,-60.29111,2019,6,21,3Ps4Vn,288,2,M
NS_SS1235,Canada,45.18333333333333,-55.11666666666667,2019,6,25,3Ps4Vn,312,3,M
NS_SS1263,Canada,46.79833,-60.29111,2019,6,21,3Ps4Vn,305,2,M
NS_SS1319,Canada,48.48965,-58.90147,2019,8,11,4RS,339,4,M
NS_SS0811,US,42.17274,-70.12892,2019,4,17,5YZe,275,4,F
NS_SS0751,US,41.102347,-69.27321,2019,4,14,5YZe,190,1,I
NS_SS1326,Canada,48.48965,-58.90147,2019,8,11,4RS,325,3,M
NS_SS0925,US,39.271778,-72.749875,2019,3,19,6AB,295,4,F
NS_SS0891,US,40.77142,-66.853995,2019,4,19,5YZe,265,2,F
NS_SS1341,Canada,50.78968,-57.3136,2019,8,17,4RS,299,2,F
NS_SS0947,US,39.966933,-71.78015,2019,3,20,6AB,300,4,F
NS_SS1091,Europe,64.8,-30.7,2019,"NA","NA",Groenland,"NA","NA","NA"
NS_SS0867,US,41.20727,-68.872972,2019,4,14,5YZe,245,2,F
NS_SS1089,Europe,64.8,-30.7,2019,"NA","NA",Groenland,"NA","NA","NA"
NS_SS0940,US,39.941178,-71.628438,2019,3,20,5Zw,330,4,F
NS_SS1251,Canada,45.11666666666667,-55.18333333333333,2019,7,7,3Ps4Vn,310,3,M
NS_SS1123,Europe,64.8,-30.7,2019,"NA","NA",Groenland,"NA","NA","NA"
NS_SS0890,US,40.77142,-66.853995,2019,4,19,5YZe,285,2,M
NS_SS0866,US,41.20727,-68.872972,2019,4,14,5YZe,180,1,M
NS_SS1248,Canada,45.28333333333333,-55.35,2019,7,5,3Ps4Vn,326,3,F
NS_SS1244,Canada,45.28333333333333,-55.233333333333334,2019,7,4,3Ps4Vn,343,4,M
NS_SS0755,US,41.422333,-69.2965,2019,4,15,5YZe,205,1,F
NS_SS0762,US,40.152837,-70.735688,2019,4,1,5Zw,295,2,F
NS_SS0758,US,41.422333,-69.2965,2019,4,15,5YZe,175,1,M
NS_SS0840,US,41.924492,-69.808977,2019,4,17,5YZe,205,1,M
NS_SS1257,Canada,45.2,-55.31666666666667,2019,7,10,3Ps4Vn,322,3,F
NS_SS1427,Canada,47.94462,-65.55209,2019,6,12,4T,349,5,F
NS_SS1158,Europe,64.8,-30.7,2019,"NA","NA",Groenland,"NA","NA","NA"
NS_SS1444,Canada,47.94462,-65.55209,2019,6,12,4T,385,8,M
NS_SS1455,Canada,47.94462,-65.55209,2019,6,12,4T,345,4,M
NS_SS0889,US,40.727203,-67.281422,2019,4,19,5YZe,235,2,F
NS_SS1242,Canada,45.21666666666667,-55.25,2019,7,4,3Ps4Vn,327,3,F
NS_SS1383,Canada,51.43718,-56.443600000000004,2019,8,22,4RS,315,4,M
NS_SS1010,US,41.629008,-68.140727,2019,4,25,5YZe,245,2,M
NS_SS0888,US,40.696267,-67.403665,2019,4,18,5YZe,225,1,F
NS_SS0837,US,41.924492,-69.808977,2019,4,17,5YZe,185,1,M
NS_SS0926,US,39.271778,-72.749875,2019,3,19,6AB,320,4,F
NS_SS0794,US,40.571258,-69.684642,2019,4,12,5YZe,260,1,M
NS_SS1093,Europe,64.8,-30.7,2019,"NA","NA",Groenland,"NA","NA","NA"
NS_SS0823,US,42.060077,-69.985937,2019,4,17,5YZe,225,2,M
NS_SS1318,Canada,48.48965,-58.90147,2019,8,11,4RS,346,4,F
NS_SS0918,US,38.738023,-73.24101,2019,3,18,6AB,335,4,M
NS_SS1348,Canada,49.16417,-58.37563,2019,8,14,4RS,335,4,M
NS_SS0966,US,40.290205,-71.79735,2019,3,20,6AB,235,2,F
NS_SS1102,Europe,64.8,-30.7,2019,"NA","NA",Groenland,"NA","NA","NA"
NS_SS0829,US,42.057463,-69.982477,2019,4,17,5YZe,235,2,M
NS_SS0844,US,41.80815,-69.67734,2019,4,17,5YZe,260,2,M
NS_SS1056,Europe,64.8,-30.7,2019,"NA","NA",Groenland,"NA","NA","NA"
NS_SS1425,Canada,47.94462,-65.55209,2019,6,12,4T,320,4,F
NS_SS1008,US,41.746485,-68.10415,2019,4,25,5YZe,265,2,F
NS_SS0881,US,41.129417,-68.953248,2019,4,14,5YZe,275,4,F
NS_SS0834,US,41.924492,-69.808977,2019,4,17,5YZe,250,2,M
NS_SS1271,Canada,46.79833,-60.29111,2019,6,21,3Ps4Vn,315,2,M
NS_SS0744,US,41.260373,-69.079313,2019,4,14,5YZe,175,1,I
NS_SS1126,Europe,64.8,-30.7,2019,"NA","NA",Groenland,"NA","NA","NA"
NS_SS0938,US,39.876422,-71.921933,2019,3,20,6AB,315,5,M
NS_SS1265,Canada,46.79833,-60.29111,2019,6,21,3Ps4Vn,296,4,F
NS_SS0917,US,38.753737,-73.38446,2019,3,18,6AB,290,4,F
NS_SS0766,US,40.486348,-70.673363,2019,4,1,5Zw,265,4,M
NS_SS0724,US,40.127365,-71.261828,2019,3,31,5Zw,285,2,M
NS_SS1363,Canada,51.42308,-56.54462,2019,8,21,4RS,320,4,F
NS_SS1335,Canada,50.78968,-57.3136,2019,8,13,4RS,319,4,F
NS_SS1358,Canada,49.56628,-57.9855,2019,8,15,4RS,312,2,F
NS_SS1342,Canada,50.78968,-57.3136,2019,8,17,4RS,304,3,F
NS_SS1058,Europe,64.8,-30.7,2019,"NA","NA",Groenland,"NA","NA","NA"
NS_SS0957,US,40.101017,-72.170313,2019,3,20,6AB,240,2,M
NS_SS1320,Canada,48.48965,-58.90147,2019,8,11,4RS,343,4,F
NS_SS1355,Canada,49.52807,-58.10062,2019,8,15,4RS,331,4,M
NS_SS1400,Canada,47.94462,-65.55209,2019,7,30,4T,277,2,F
NS_SS1084,Europe,64.8,-30.7,2019,"NA","NA",Groenland,"NA","NA","NA"
NS_SS0899,US,42.152255,-66.310857,2019,4,22,5YZe,215,1,F
NS_SS1243,Canada,45.25,-55.21666666666667,2019,7,4,3Ps4Vn,312,4,F
NS_SS1406,Canada,47.94462,-65.55209,2019,7,30,4T,315,4,F
NS_SS1273,Canada,46.79833,-60.29111,2019,6,21,3Ps4Vn,312,2,M
NS_SS0804,US,41.988638,-69.96103,2019,4,16,5YZe,230,2,F
NS_SS1417,Canada,47.94462,-65.55209,2019,6,12,4T,332,4,M
NS_SS0769,US,40.031023,-70.555825,2019,4,2,5Zw,290,2,M
NS_SS1345,Canada,51.066,-57.06203,2019,8,18,4RS,320,4,M
NS_SS1254,Canada,45.083333333333336,-55.25,2019,7,9,3Ps4Vn,320,3,F
NS_SS0987,US,39.77813,-73.222168,2019,3,28,6AB,235,2,I
NS_SS1224,Canada,45.33233333333333,-55.302,2019,5,28,3Ps4Vn,320,3,F
NS_SS0777,US,40.082308,-70.445578,2019,4,2,5Zw,285,2,F
NS_SS1454,Canada,47.94462,-65.55209,2019,6,12,4T,340,4,F
NS_SS0717,US,39.543782,-73.095765,2019,3,28,6AB,285,4,F
NS_SS0986,US,39.77813,-73.222168,2019,3,28,6AB,245,2,M
NS_SS1412,Canada,47.94462,-65.55209,2019,7,30,4T,287,2,M
NS_SS0781,US,40.065047,-69.859665,2019,4,2,5YZe,225,2,F
NS_SS0953,US,40.023107,-72.081993,2019,3,20,6AB,325,4,F
NS_SS0907,US,38.49809,-73.43377,2019,3,18,6AB,280,2,M
NS_SS0974,US,40.216403,-72.453967,2019,3,27,6AB,235,2,F
NS_SS1438,Canada,47.94462,-65.55209,2019,6,12,4T,372,5,M
NS_SS1416,Canada,47.94462,-65.55209,2019,7,30,4T,275,2,M
NS_SS0822,US,42.060077,-69.985937,2019,4,17,5YZe,265,2,M
NS_SS0989,US,39.77813,-73.222168,2019,3,28,6AB,225,2,F
NS_SS1004,US,41.510548,-67.162377,2019,4,24,5YZe,275,4,M
NS_SS0991,US,39.608995,-72.930963,2019,3,28,6AB,230,2,F
NS_SS0994,US,39.608995,-72.930963,2019,3,28,6AB,275,4,M
NS_SS1095,Europe,64.8,-30.7,2019,"NA","NA",Groenland,"NA","NA","NA"
NS_SS0931,US,39.271778,-72.749875,2019,3,19,6AB,310,4,M
NS_SS1227,Canada,45.091,-54.7,2019,6,10,3Ps4Vn,336,4,F
NS_SS1274,Canada,46.79833,-60.29111,2019,6,21,3Ps4Vn,291,2,M
NS_SS1000,US,39.543782,-73.095765,2019,3,28,6AB,190,1,U
NS_SS0919,US,38.738023,-73.24101,2019,3,18,6AB,275,2,F
NS_SS1241,Canada,45.25,-55.21666666666667,2019,7,4,3Ps4Vn,322,3,F
NS_SS0746,US,41.260373,-69.079313,2019,4,14,5YZe,215,2,M
NS_SS1256,Canada,45.18333333333333,-55.28333333333333,2019,7,10,3Ps4Vn,320,3,F
NS_SS0949,US,40.023107,-72.081993,2019,3,20,6AB,300,4,F
NS_SS1401,Canada,47.94462,-65.55209,2019,7,30,4T,349,4,F
NS_SS0734,US,40.127365,-71.261828,2019,3,31,5Zw,365,6,F
NS_SS1424,Canada,47.94462,-65.55209,2019,6,12,4T,321,4,M
NS_SS1435,Canada,47.94462,-65.55209,2019,6,12,4T,310,4,M
NS_SS1324,Canada,48.48965,-58.90147,2019,8,11,4RS,332,4,M
NS_SS0737,US,40.152837,-70.735688,2019,4,1,5Zw,320,"NA",M
NS_SS0880,US,41.129417,-68.953248,2019,4,14,5YZe,190,1,I
NS_SS0879,US,41.129417,-68.953248,2019,4,14,5YZe,170,1,I
NS_SS0732,US,40.127365,-71.261828,2019,3,31,5Zw,215,2,M
NS_SS1079,Europe,64.8,-30.7,2019,"NA","NA",Groenland,"NA","NA","NA"
NS_SS0753,US,41.422333,-69.2965,2019,4,15,5YZe,220,2,F
NS_SS1260,Canada,45.31666666666667,-55.36666666666667,2019,7,12,3Ps4Vn,320,3,F
NS_SS1149,Europe,64.8,-30.7,2019,"NA","NA",Groenland,"NA","NA","NA"
NS_SS1447,Canada,47.94462,-65.55209,2019,6,12,4T,391,8,F
NS_SS1347,Canada,49.16417,-58.37563,2019,8,14,4RS,314,4,F
NS_SS1007,US,41.731442,-67.83516,2019,4,25,5YZe,245,2,M
NS_SS0872,US,41.20727,-68.872972,2019,4,14,5YZe,165,1,F
NS_SS0960,US,40.290205,-71.79735,2019,3,20,6AB,260,2,F
NS_SS1005,US,41.510548,-67.162377,2019,4,24,5YZe,315,5,M
NS_SS1321,Canada,48.48965,-58.90147,2019,8,11,4RS,326,4,M
NS_SS1414,Canada,47.94462,-65.55209,2019,7,30,4T,312,4,F
NS_SS0716,US,39.543782,-73.095765,2019,3,28,6AB,260,2,M
NS_SS0892,US,40.77142,-66.853995,2019,4,19,5YZe,290,2,M
NS_SS0898,US,41.432167,-66.167,2019,4,20,5YZe,275,2,F
NS_SS0801,US,40.490798,-69.288402,2019,4,12,5YZe,300,4,F
NS_SS1333,Canada,48.48965,-58.90147,2019,8,11,4RS,313,2,F
NS_SS1121,Europe,64.8,-30.7,2019,"NA","NA",Groenland,"NA","NA","NA"
NS_SS1364,Canada,51.42308,-56.54462,2019,8,21,4RS,341,4,M
NS_SS1379,Canada,51.43718,-56.443600000000004,2019,8,22,4RS,322,4,M
NS_SS1262,Canada,46.79833,-60.29111,2019,6,21,3Ps4Vn,307,4,F
NS_SS1449,Canada,47.94462,-65.55209,2019,6,12,4T,390,6,F
NS_SS1067,Europe,64.8,-30.7,2019,"NA","NA",Groenland,"NA","NA","NA"
NS_SS0924,US,39.271778,-72.749875,2019,3,19,6AB,300,2,F
NS_SS1230,Canada,45.2945,-55.107166666666664,2019,6,17,3Ps4Vn,316,3,M
NS_SS1332,Canada,48.48965,-58.90147,2019,8,11,4RS,327,4,F
NS_SS1338,Canada,50.78968,-57.3136,2019,8,17,4RS,325,4,F
NS_SS0935,US,39.63893,-72.191523,2019,3,20,6AB,225,2,F
NS_SS1368,Canada,51.43718,-56.443600000000004,2019,8,22,4RS,331,4,F
NS_SS1354,Canada,49.52807,-58.10062,2019,8,15,4RS,340,4,M
NS_SS0827,US,42.057463,-69.982477,2019,4,17,5YZe,190,1,F
NS_SS0952,US,40.023107,-72.081993,2019,3,20,6AB,285,3,F
NS_SS1270,Canada,46.79833,-60.29111,2019,6,21,3Ps4Vn,264,2,M
NS_SS1229,Canada,45.115,-55.21033333333333,2019,6,16,3Ps4Vn,351,4,M
NS_SS1365,Canada,51.42308,-56.54462,2019,8,21,4RS,308,4,F
NS_SS1443,Canada,47.94462,-65.55209,2019,6,12,4T,363,5,M
NS_SS1434,Canada,47.94462,-65.55209,2019,6,12,4T,302,4,F
NS_SS0853,US,40.813412,-69.06539,2019,4,13,5YZe,240,2,F
NS_SS0728,US,40.127365,-71.261828,2019,3,31,5Zw,245,2,M
NS_SS1398,Canada,47.94462,-65.55209,2019,7,30,4T,309,4,F
NS_SS0735,US,40.127365,-71.261828,2019,3,31,5Zw,345,4,M
NS_SS0780,US,40.065047,-69.859665,2019,4,2,5YZe,315,5,M
NS_SS1081,Europe,64.8,-30.7,2019,"NA","NA",Groenland,"NA","NA","NA"
NS_SS0962,US,40.290205,-71.79735,2019,3,20,6AB,285,4,F
NS_SS1426,Canada,47.94462,-65.55209,2019,6,12,4T,335,4,F
NS_SS0973,US,40.216403,-72.453967,2019,3,27,6AB,300,4,F
NS_SS1246,Canada,45.31666666666667,-55.31666666666667,2019,7,5,3Ps4Vn,317,3,F
NS_SS1130,Europe,64.8,-30.7,2019,"NA","NA",Groenland,"NA","NA","NA"
NS_SS1073,Europe,64.8,-30.7,2019,"NA","NA",Groenland,"NA","NA","NA"
NS_SS1413,Canada,47.94462,-65.55209,2019,7,30,4T,303,4,F
NS_SS1395,Canada,47.94462,-65.55209,2019,7,30,4T,333,3,F
NS_SS0722,US,38.628567,-74.164885,2019,3,28,6AB,265,2,F
NS_SS1380,Canada,51.43718,-56.443600000000004,2019,8,22,4RS,317,4,F
NS_SS0826,US,42.060077,-69.985937,2019,4,17,5YZe,195,1,M
NS_SS1133,Europe,64.8,-30.7,2019,"NA","NA",Groenland,"NA","NA","NA"
NS_SS0979,US,39.906877,-72.784867,2019,3,27,6AB,215,2,M
NS_SS1329,Canada,48.48965,-58.90147,2019,8,11,4RS,333,4,M
NS_SS1448,Canada,47.94462,-65.55209,2019,6,12,4T,372,5,M
NS_SS1129,Europe,64.8,-30.7,2019,"NA","NA",Groenland,"NA","NA","NA"
NS_SS1446,Canada,47.94462,-65.55209,2019,6,12,4T,346,5,M
NS_SS1362,Canada,51.42308,-56.54462,2019,8,21,4RS,312,3,F
NS_SS0993,US,39.608995,-72.930963,2019,3,28,6AB,265,2,F
NS_SS1269,Canada,46.79833,-60.29111,2019,6,21,3Ps4Vn,280,2,F
NS_SS0818,US,42.17274,-70.12892,2019,4,17,5YZe,295,4,M
NS_SS0958,US,40.101017,-72.170313,2019,3,20,6AB,235,2,F
NS_SS0745,US,41.260373,-69.079313,2019,4,14,5YZe,200,1,F
NS_SS1403,Canada,47.94462,-65.55209,2019,7,30,4T,297,4,M
NS_SS0849,US,40.813412,-69.06539,2019,4,13,5YZe,225,2,M
NS_SS0739,US,41.260373,-69.079313,2019,4,14,5YZe,240,2,F
NS_SS0799,US,40.490798,-69.288402,2019,4,12,5YZe,320,4,F
NS_SS0725,US,40.127365,-71.261828,2019,3,31,5Zw,295,2,F
NS_SS0756,US,41.422333,-69.2965,2019,4,15,5YZe,190,1,F
NS_SS0802,US,41.441833,-69.586667,2019,4,15,5YZe,180,1,F
NS_SS1415,Canada,47.94462,-65.55209,2019,7,30,4T,293,2,F
NS_SS0988,US,39.77813,-73.222168,2019,3,28,6AB,175,1,F
NS_SS1327,Canada,48.48965,-58.90147,2019,8,11,4RS,330,4,F
NS_SS1003,US,39.543782,-73.095765,2019,3,28,6AB,180,1,I
NS_SS1239,Canada,45.11666666666667,-55.21666666666667,2019,6,29,3Ps4Vn,335,5,F
NS_SS1350,Canada,49.52807,-58.10062,2019,8,15,4RS,337,5,F
NS_SS1085,Europe,64.8,-30.7,2019,"NA","NA",Groenland,"NA","NA","NA"
NS_SS0747,US,41.260373,-69.079313,2019,4,14,5YZe,260,2,M
NS_SS1137,Europe,64.8,-30.7,2019,"NA","NA",Groenland,"NA","NA","NA"
NS_SS0788,US,40.645412,-70.557417,2019,4,12,5Zw,245,2,I
NS_SS0778,US,40.082308,-70.445578,2019,4,2,5Zw,355,5,M
NS_SS0835,US,41.924492,-69.808977,2019,4,17,5YZe,225,2,F
NS_SS0792,US,40.52996,-70.24338,2019,4,12,5Zw,170,1,F
NS_SS1135,Europe,64.8,-30.7,2019,"NA","NA",Groenland,"NA","NA","NA"
NS_SS0742,US,41.260373,-69.079313,2019,4,14,5YZe,225,2,M
NS_SS1437,Canada,47.94462,-65.55209,2019,6,12,4T,397,7,F
NS_SS1439,Canada,47.94462,-65.55209,2019,6,12,4T,378,6,F
NS_SS0760,US,41.422333,-69.2965,2019,4,15,5YZe,185,1,M
NS_SS1387,Canada,51.43718,-56.443600000000004,2019,8,22,4RS,315,4,M
NS_SS1082,Europe,64.8,-30.7,2019,"NA","NA",Groenland,"NA","NA","NA"
NS_SS1441,Canada,47.94462,-65.55209,2019,6,12,4T,357,5,F
NS_SS0976,US,40.216403,-72.453967,2019,3,27,6AB,250,2,F
NS_SS1369,Canada,51.43718,-56.443600000000004,2019,8,22,4RS,326,4,F
NS_SS0803,US,41.89413,-69.924023,2019,4,15,5YZe,245,2,F
NS_SS0828,US,42.057463,-69.982477,2019,4,17,5YZe,220,2,M
NS_SS0865,US,41.20727,-68.872972,2019,4,14,5YZe,190,1,M
NS_SS1420,Canada,47.94462,-65.55209,2019,6,12,4T,343,4,M
NS_SS1125,Europe,64.8,-30.7,2019,"NA","NA",Groenland,"NA","NA","NA"
NS_SS1124,Europe,64.8,-30.7,2019,"NA","NA",Groenland,"NA","NA","NA"
NS_SS1331,Canada,48.48965,-58.90147,2019,8,11,4RS,334,4,M
NS_SS0759,US,41.422333,-69.2965,2019,4,15,5YZe,215,2,M
NS_SS0851,US,40.813412,-69.06539,2019,4,13,5YZe,235,2,M
NS_SS1272,Canada,46.79833,-60.29111,2019,6,21,3Ps4Vn,311,2,F
NS_SS0943,US,39.941178,-71.628438,2019,3,20,5Zw,310,4,M
NS_SS0874,US,41.129417,-68.953248,2019,4,14,5YZe,245,2,M
NS_SS0761,US,41.422333,-69.2965,2019,4,15,5YZe,165,1,F
NS_SS1394,Canada,47.94462,-65.55209,2019,7,30,4T,321,4,M
NS_SS1391,Canada,47.94462,-65.55209,2019,7,30,4T,359,4,F
NS_SS1410,Canada,47.94462,-65.55209,2019,7,30,4T,294,2,F
NS_SS1155,Europe,64.8,-30.7,2019,"NA","NA",Groenland,"NA","NA","NA"
NS_SS0842,US,41.890612,-69.670455,2019,4,17,5YZe,170,1,F
NS_SS0964,US,40.290205,-71.79735,2019,3,20,6AB,275,4,M
NS_SS0785,US,40.065047,-69.859665,2019,4,2,5YZe,285,4,M
NS_SS0939,US,39.830915,-71.82076,2019,3,20,6AB,310,4,F
NS_SS0791,US,40.52996,-70.24338,2019,4,12,5Zw,285,4,M
NS_SS1268,Canada,46.79833,-60.29111,2019,6,21,3Ps4Vn,300,4,F
NS_SS0990,US,39.77813,-73.222168,2019,3,28,6AB,165,1,I
NS_SS1357,Canada,49.43822,-58.83453,2019,8,11,4RS,310,2,F
NS_SS1408,Canada,47.94462,-65.55209,2019,7,30,4T,283,2,M
NS_SS0984,US,39.906877,-72.784867,2019,3,27,6AB,170,1,I
NS_SS0860,US,40.496675,-68.25991,2019,4,13,5YZe,225,1,F
NS_SS0980,US,39.906877,-72.784867,2019,3,27,6AB,235,2,F
NS_SS0897,US,41.432167,-66.167,2019,4,20,5YZe,285,2,F
NS_SS1249,Canada,45.15,-55.15,2019,7,6,3Ps4Vn,314,3,M
NS_SS0790,US,40.52996,-70.24338,2019,4,12,5Zw,305,4,M
NS_SS0978,US,39.906877,-72.784867,2019,3,27,6AB,250,2,F
NS_SS0951,US,40.023107,-72.081993,2019,3,20,6AB,310,4,F
NS_SS0841,US,41.924492,-69.808977,2019,4,17,5YZe,165,1,F
NS_SS0731,US,40.127365,-71.261828,2019,3,31,5Zw,325,6,F
NS_SS0727,US,40.127365,-71.261828,2019,3,31,5Zw,265,3,M
NS_SS0779,US,40.082308,-70.445578,2019,4,2,5Zw,325,4,F
NS_SS1409,Canada,47.94462,-65.55209,2019,7,30,4T,284,2,M
NS_SS0776,US,40.082308,-70.445578,2019,4,2,5Zw,300,4,F
NS_SS0913,US,38.918243,-73.56563,2019,3,18,6AB,300,2,M
NS_SS1002,US,39.543782,-73.095765,2019,3,28,6AB,270,2,F
NS_SS1386,Canada,51.43718,-56.443600000000004,2019,8,22,4RS,301,4,M
NS_SS1145,Europe,64.8,-30.7,2019,"NA","NA",Groenland,"NA","NA","NA"
NS_SS0775,US,40.082308,-70.445578,2019,4,2,5Zw,265,2,F
NS_SS0797,US,40.646868,-69.627723,2019,4,12,5YZe,305,4,F
NS_SS0948,US,40.023107,-72.081993,2019,3,20,6AB,265,2,M
NS_SS0916,US,38.753737,-73.38446,2019,3,18,6AB,220,2,F
NS_SS0995,US,39.608995,-72.930963,2019,3,28,6AB,295,4,M
NS_SS0830,US,42.057463,-69.982477,2019,4,17,5YZe,170,1,I
NS_SS1011,US,41.629008,-68.140727,2019,4,25,5YZe,250,2,F
NS_SS0883,US,41.129417,-68.953248,2019,4,14,5YZe,295,3,F
NS_SS0927,US,39.271778,-72.749875,2019,3,19,6AB,320,4,M
NS_SS1353,Canada,49.52807,-58.10062,2019,8,15,4RS,362,5,M
NS_SS0992,US,39.608995,-72.930963,2019,3,28,6AB,255,2,M
NS_SS0782,US,40.065047,-69.859665,2019,4,2,5YZe,310,4,M
NS_SS0912,US,38.918243,-73.56563,2019,3,18,6AB,270,2,M
NS_SS0831,US,42.057463,-69.982477,2019,4,17,5YZe,180,1,I
NS_SS0981,US,39.906877,-72.784867,2019,3,27,6AB,195,1,M
NS_SS0749,US,41.102347,-69.27321,2019,4,14,5YZe,245,2,F
NS_SS1323,Canada,48.48965,-58.90147,2019,8,11,4RS,328,3,M
NS_SS0854,US,40.67879,-69.094863,2019,4,13,5YZe,250,2,M
