"","V1","V2","V3","V4","V5","V6","V7","V8"
"1","run_id","burnin","iterations","k","ln_prob_data","mean_llh","var_llh","mean_alpha"
"2","k1_r1","100","1000","1","-2479570.8","-2478505.2","2131.2","0.0089"
"3","k2_r1","100","1000","2","-2618972.2","-2469450.6","299043.1","0.9124"
"4","k3_r1","100","1000","3","-2668580.6","-2467963.1","401234.8","1.3689"
"5","k4_r1","100","1000","4","-2971109.7","-2467653.7","1006911.9","1.2533"
"6","k5_r1","100","1000","5","-3723977.7","-2467502.3","2512950.9","1.0833"
"7","k6_r1","100","1000","6","-4912180.2","-2468164.5","4888031.4","1.0446"
"8","k7_r1","100","1000","7","-8806587.3","-2469153.2","12674868.2","1.0458"
"9","k8_r1","100","1000","8","-6752418.8","-2468758.1","8567321.5","1.0199"
