Ind.ID origin.pop pred.pop US CAN
HI_SS0021 CAN US 0.541137427703754 0.458862572296246
HI_SS0024 US US 0.541370880944971 0.458629119055029
HI_SS0053 US US 0.540651354847152 0.459348645152848
HI_SS0095 CAN US 0.540942075361711 0.459057924638289
HI_SS0103 CAN US 0.540037688018718 0.459962311981282
HI_SS0114 US US 0.532356729161701 0.467643270838299
HI_SS0117 CAN US 0.545082131039841 0.454917868960159
HI_SS0150 US US 0.550560078403665 0.449439921596335
HI_SS0151 US US 0.54879660467642 0.45120339532358
NS_SS1431 CAN US 0.554861891155858 0.445138108844142
NS_SS1450 US US 0.55285789607402 0.44714210392598
NS_SS0820 US US 0.544984213750974 0.455015786249026
NS_SS0752 US US 0.541953441457736 0.458046558542264
NS_SS0843 CAN US 0.538097884639498 0.461902115360502
NS_SS0846 CAN US 0.545069720674441 0.454930279325559
NS_SS1442 US US 0.534609899658161 0.465390100341839
NS_SS0875 CAN US 0.534159708433338 0.465840291566662
NS_SS0751 CAN US 0.537870513438789 0.462129486561211
NS_SS0866 CAN US 0.527446695659213 0.472553304340787
NS_SS0755 US US 0.532892209555493 0.467107790444507
NS_SS1427 US US 0.540135154727763 0.459864845272237
NS_SS1010 CAN US 0.554140657150425 0.445859342849575
NS_SS0829 CAN US 0.538798828895583 0.461201171104417
NS_SS0827 US US 0.537838197981556 0.462161802018444
NS_SS1443 US US 0.530018577257377 0.469981422742623
NS_SS1448 CAN US 0.52729919179655 0.47270080820345
NS_SS1446 CAN US 0.553970038218156 0.446029961781844
NS_SS0745 US US 0.550174944342126 0.449825055657874
NS_SS0756 US US 0.543235689791738 0.456764310208262
NS_SS0802 US US 0.549728194902288 0.450271805097712
NS_SS0747 CAN US 0.539410350385739 0.460589649614261
NS_SS0742 US US 0.550236159747189 0.449763840252811
NS_SS1439 US US 0.537503676122848 0.462496323877152
NS_SS0803 US US 0.541685867966138 0.458314132033862
NS_SS0759 CAN US 0.55229281693602 0.44770718306398
