Ind.ID origin.pop pred.pop CAN US
HI_SS0029 CAN US 0.350526835494247 0.649473164505753
HI_SS0039 CAN US 0.329260792223079 0.670739207776921
HI_SS0041 CAN US 0.411189355642796 0.588810644357204
HI_SS0049 CAN US 0.0679507208864027 0.932049279113597
HI_SS0054 CAN US 0.0747378040503985 0.925262195949602
HI_SS0103 CAN US 0.292913718444968 0.707086281555032
HI_SS0107 CAN CAN 0.613870283820287 0.386129716179713
HI_SS0117 CAN CAN 0.735491881923381 0.264508118076619
HI_SS0124 CAN CAN 0.736714016592527 0.263285983407473
HI_SS0149 CAN US 0.260896758136511 0.739103241863489
HI_SS0150 CAN CAN 0.830337426112275 0.169662573887725
HI_SS0151 CAN US 0.309838324649079 0.690161675350921
NS_SS1451 CAN US 0.0772672395440651 0.922732760455935
NS_SS0754 US US 2.27815532818485e-07 0.999999772184467
NS_SS0832 US US 0.122299291119434 0.877700708880566
NS_SS0884 US US 0.000112336802083635 0.999887663197916
NS_SS0757 US US 0.148644674149343 0.851355325850657
NS_SS0876 US US 0.183278492212816 0.816721507787184
NS_SS0751 US US 0.311461815440242 0.688538184559758
NS_SS0867 US US 0.0201732422505783 0.979826757749422
NS_SS0758 US US 0.0160616355198244 0.983938364480176
NS_SS1455 CAN CAN 0.624345690266239 0.375654309733761
NS_SS0823 US US 0.0273066661460806 0.972693333853919
NS_SS0881 US US 0.244807819520493 0.755192180479507
NS_SS1265 CAN CAN 0.868063026543544 0.131936973456457
NS_SS0822 US US 0.063113147292384 0.936886852707616
NS_SS0879 US US 0.114119117218769 0.885880882781231
NS_SS1007 US US 0.0669409516470623 0.933059048352938
NS_SS1262 CAN CAN 0.663994815137113 0.336005184862887
NS_SS0818 US US 0.00929855414246705 0.990701445857533
NS_SS0802 US CAN 0.65348353174037 0.34651646825963
NS_SS0835 US CAN 0.580776995228743 0.419223004771257
NS_SS0760 US US 7.7559480065028e-07 0.999999224405199
NS_SS1011 US US 0.0441431369725533 0.955856863027447
NS_SS0883 US US 0.000251289159294417 0.999748710840705
