Ind.ID origin.pop pred.pop CAN US
HI_SS0021 CAN CAN 0.975944737522788 0.0240552624772117
HI_SS0041 CAN CAN 0.981385086572962 0.018614913427038
HI_SS0042 CAN CAN 0.941747367457453 0.0582526325425469
HI_SS0112 CAN CAN 0.997217675628293 0.00278232437170672
HI_SS0118 CAN CAN 0.988780685575941 0.0112193144240595
HI_SS0124 CAN CAN 0.972017110811229 0.0279828891887712
HI_SS0126 CAN CAN 0.970750092697312 0.0292499073026879
HI_SS0151 CAN CAN 0.958054042989644 0.0419459570103557
NS_SS1451 CAN CAN 0.952225439087564 0.0477745609124361
NS_SS0748 US CAN 0.829330428240877 0.170669571759123
NS_SS0884 US US 0.0370208718433552 0.962979128156645
NS_SS0752 US CAN 0.635696110580049 0.364303889419951
NS_SS1445 CAN CAN 0.984492669602226 0.0155073303977737
NS_SS1423 CAN CAN 0.990800056954052 0.00919994304594758
NS_SS0843 US US 0.00754363178602729 0.992456368213973
NS_SS0825 US CAN 0.991352808575388 0.00864719142461167
NS_SS1453 CAN CAN 0.882942938223197 0.117057061776802
NS_SS0740 US US 0.499666240887618 0.500333759112382
NS_SS0811 US CAN 0.826890795357943 0.173109204642057
NS_SS0840 US CAN 0.787315990616287 0.212684009383713
NS_SS1455 CAN CAN 0.967574340578023 0.0324256594219773
NS_SS0829 US US 0.0499590527903041 0.950040947209696
NS_SS0834 US US 0.21560853464854 0.78439146535146
NS_SS0804 US US 0.167713799494181 0.832286200505819
NS_SS1424 CAN US 0.0937873376708642 0.906212662329136
NS_SS0880 US CAN 0.843453790989853 0.156546209010147
NS_SS1434 CAN CAN 0.995478023176867 0.00452197682313306
NS_SS0747 US US 0.02423208588856 0.97576791411144
NS_SS1439 CAN CAN 0.930818250500098 0.0691817494999017
NS_SS0874 US US 2.20498358544501e-06 0.999997795016415
NS_SS0761 US US 0.257647359787049 0.742352640212951
NS_SS0842 US US 1.37696018611284e-13 0.999999999999862
NS_SS0830 US US 0.00104261277164592 0.998957387228354
NS_SS1011 US CAN 0.669590736727697 0.330409263272303
NS_SS0831 US CAN 0.843856774100096 0.156143225899904
