Ind.ID origin.pop pred.pop CAN US
HI_SS0017 CAN CAN 0.618391076427924 0.381608923572076
HI_SS0049 CAN US 0.0737300428041014 0.926269957195899
HI_SS0054 CAN CAN 0.914630998096537 0.085369001903463
HI_SS0091 CAN CAN 0.9993100018042 0.000689998195799706
HI_SS0118 CAN CAN 0.97111533279286 0.0288846672071396
HI_SS0126 CAN CAN 0.970889823213173 0.0291101767868272
HI_SS0129 CAN US 0.00463694057969013 0.99536305942031
HI_SS0134 CAN US 0.0410322360421333 0.958967763957867
HI_SS0150 CAN CAN 0.693945110118039 0.306054889881961
NS_SS1451 CAN US 0.0198025251627818 0.980197474837218
NS_SS0754 US US 0.00164568606178206 0.998354313938218
NS_SS0839 US US 0.00183598228895357 0.998164017711046
NS_SS1450 CAN CAN 0.94311089020566 0.0568891097943396
NS_SS0884 US US 0.00226878773964447 0.997731212260356
NS_SS0752 US US 0.00314216557460289 0.996857834425397
NS_SS1442 CAN US 0.0827327375562401 0.91726726244376
NS_SS0740 US US 0.000607845959898744 0.999392154040101
NS_SS0811 US US 0.0443924694457883 0.955607530554212
NS_SS0866 US US 0.000465727895237709 0.999534272104762
NS_SS1427 CAN CAN 0.99980702044736 0.000192979552639748
NS_SS1455 CAN CAN 0.949337488611111 0.0506625113888894
NS_SS0829 US US 0.000494081957007448 0.999505918042993
NS_SS1008 US US 0.000172219118349299 0.999827780881651
NS_SS1438 CAN CAN 0.964434847280176 0.0355651527198238
NS_SS0822 US US 0.0100404147944915 0.989959585205509
NS_SS1447 CAN US 0.0678897362635996 0.9321102637364
NS_SS0826 US US 2.44224391403373e-07 0.999999755775609
NS_SS0802 US CAN 0.578123341026747 0.421876658973253
NS_SS0803 US US 0.0844342784801907 0.915565721519809
NS_SS0865 US US 0.470745662092876 0.529254337907124
NS_SS0874 US US 6.48704500267534e-07 0.9999993512955
NS_SS0761 US US 3.76779269284702e-05 0.999962322073072
NS_SS0842 US US 5.93413888837791e-12 0.999999999994066
NS_SS0831 US US 0.200003486033849 0.799996513966151
NS_SS0749 US US 4.48016953881872e-06 0.999995519830461
