Ind.ID origin.pop pred.pop CAN US
HI_SS0039 CAN CAN 0.969147452139736 0.0308525478602638
HI_SS0087 CAN CAN 0.961929438564494 0.0380705614355065
HI_SS0095 CAN CAN 0.94945910829221 0.05054089170779
HI_SS0107 CAN CAN 0.9712616581636 0.0287383418363995
HI_SS0112 CAN CAN 0.978164630474022 0.0218353695259781
HI_SS0127 CAN CAN 0.960992088200987 0.0390079117990133
HI_SS0134 CAN CAN 0.951455939813467 0.0485440601865329
HI_SS0151 CAN CAN 0.959083905523987 0.040916094476013
NS_SS0832 US CAN 0.889555370724743 0.110444629275257
NS_SS0884 US US 0.0559983906044868 0.944001609395513
NS_SS0752 US CAN 0.879414805426586 0.120585194573414
NS_SS0757 US CAN 0.831128212627976 0.168871787372024
NS_SS1442 CAN CAN 0.844806321001875 0.155193678998125
NS_SS0875 US US 0.244556678532191 0.755443321467809
NS_SS1427 CAN CAN 0.976149764025226 0.0238502359747738
NS_SS1444 CAN CAN 0.806983054927264 0.193016945072736
NS_SS1455 CAN CAN 0.94409126319097 0.0559087368090296
NS_SS0837 US CAN 0.818518007915108 0.181481992084892
NS_SS1008 US US 0.46407708202128 0.53592291797872
NS_SS1265 CAN CAN 0.952521398633094 0.0474786013669057
NS_SS0804 US CAN 0.761566257320444 0.238433742679556
NS_SS1438 CAN CAN 0.940284297011717 0.0597157029882829
NS_SS0880 US CAN 0.901526151918523 0.0984738480814774
NS_SS0879 US CAN 0.764905485054121 0.235094514945879
NS_SS0753 US CAN 0.935830598677966 0.064169401322034
NS_SS1446 CAN CAN 0.960549661877942 0.0394503381220581
NS_SS0745 US CAN 0.963102345466467 0.0368976545335333
NS_SS0802 US CAN 0.951838020254504 0.0481619797454964
NS_SS0747 US US 0.421946614436915 0.578053385563085
NS_SS0742 US US 8.10088867942553e-07 0.999999189911132
NS_SS1437 CAN CAN 0.961885234866659 0.0381147651333409
NS_SS0760 US US 0.0162632866065948 0.983736713393405
NS_SS0865 US CAN 0.873154422266275 0.126845577733725
NS_SS0883 US CAN 0.585501655184171 0.414498344815829
NS_SS0749 US US 0.300870361309335 0.699129638690665
