"","V1","V2","V3","V4","V5","V6","V7","V8"
"1","run_id","burnin","iterations","k","ln_prob_data","mean_llh","var_llh","mean_alpha"
"2","k1_r1","10000","100000","1","-2068750.6","-2067774.2","1952.9","0.0024"
"3","k2_r1","10000","100000","2","-2068974.3","-2066195.4","5557.8","1.9292"
"4","k3_r1","10000","100000","3","-2070186.9","-2064772.3","10829.2","1.4235"
"5","k4_r1","10000","100000","4","-2071587.9","-2063354.3","16467.2","1.4533"
"6","k5_r1","10000","100000","5","-2076603.4","-2061992.6","29221.6","1.7177"
"7","k6_r1","10000","100000","6","-2092337.9","-2060746.0","63183.9","1.4314"
"8","k7_r1","10000","100000","7","-2107318.7","-2059629.2","95379.0","1.3244"
"9","k8_r1","10000","100000","8","-2144987.9","-2058556.6","172862.5","1.2399"
