Ind.ID pred.pop pop.1 pop.2
1 pop.1 0.996914459130048 0.00308554086995216
2 pop.1 0.998869257956453 0.00113074204354746
3 pop.1 0.999589479469404 0.000410520530595981
4 pop.1 0.9992527106287 0.000747289371299975
5 pop.1 0.998110096207925 0.00188990379207454
6 pop.1 0.996955872853897 0.00304412714610258
7 pop.1 0.999467661626757 0.000532338373242847
8 pop.1 0.998210896949415 0.00178910305058455
9 pop.1 0.998332448713547 0.00166755128645302
10 pop.1 0.999406255391329 0.000593744608671454
11 pop.1 0.999334811256652 0.000665188743348311
12 pop.1 0.999392043404049 0.000607956595950698
13 pop.1 0.998679670183215 0.00132032981678454
14 pop.1 0.996110931238266 0.00388906876173445
15 pop.1 0.998746454632044 0.00125354536795619
16 pop.1 0.998715043936833 0.00128495606316736
17 pop.1 0.999447303757876 0.000552696242123729
18 pop.1 0.99732597513254 0.00267402486746016
19 pop.1 0.997126112300591 0.00287388769940888
20 pop.1 0.997712818976325 0.0022871810236752
21 pop.1 0.999178997720253 0.000821002279746574
22 pop.1 0.999021075252739 0.000978924747260579
23 pop.1 0.997868700665951 0.00213129933404865
24 pop.1 0.999053957554977 0.000946042445023165
25 pop.1 0.997939121381128 0.00206087861887161
26 pop.1 0.99600095923236 0.00399904076764035
27 pop.1 0.999012141896168 0.00098785810383184
28 pop.1 0.998529485759079 0.0014705142409206
29 pop.1 0.998223689788555 0.00177631021144509
30 pop.1 0.999097140285022 0.000902859714977833
31 pop.1 0.999337532852559 0.000662467147441337
32 pop.1 0.999169267230621 0.000830732769378617
33 pop.1 0.997425042330717 0.0025749576692834
34 pop.1 0.997554973479655 0.00244502652034495
35 pop.1 0.999521430645063 0.000478569354937064
36 pop.1 0.998280976124756 0.00171902387524392
37 pop.1 0.998411115131673 0.00158888486832665
38 pop.1 0.998952361678745 0.00104763832125476
39 pop.1 0.998584286571138 0.00141571342886215
40 pop.1 0.999146598608276 0.000853401391723851
41 pop.1 0.998520116924312 0.00147988307568836
42 pop.1 0.998726366959732 0.00127363304026762
43 pop.1 0.998864572174985 0.00113542782501452
44 pop.1 0.997168920166423 0.00283107983357678
45 pop.1 0.998558730180609 0.00144126981939119
46 pop.1 0.998469933249094 0.00153006675090595
47 pop.1 0.999614201002565 0.000385798997435405
48 pop.1 0.99934813894894 0.000651861051060187
49 pop.2 3.85466153719861e-06 0.999996145338463
50 pop.2 2.89238000695608e-07 0.999999710761999
51 pop.2 1.49263284277905e-06 0.999998507367157
52 pop.2 2.79458337691576e-06 0.999997205416623
53 pop.2 2.79633236970077e-06 0.99999720366763
54 pop.2 1.2407581255132e-06 0.999998759241875
55 pop.2 8.36585128661286e-07 0.999999163414871
56 pop.2 2.50639259527656e-06 0.999997493607405
57 pop.2 1.11880650520719e-06 0.999998881193495
58 pop.2 6.50028619145883e-07 0.999999349971381
59 pop.2 1.44456228077934e-06 0.999998555437719
