Ind.ID origin.pop pred.pop US CAN
HI_SS0021 US US 0.540136966272582 0.459863033727418
HI_SS0024 CAN US 0.56511860831908 0.43488139168092
HI_SS0029 CAN US 0.589526085053067 0.410473914946933
HI_SS0041 CAN US 0.538072503588379 0.461927496411621
HI_SS0043 US US 0.568731546462278 0.431268453537722
HI_SS0117 US US 0.604833916450956 0.395166083549044
HI_SS0118 US US 0.51109715153983 0.48890284846017
HI_SS0129 US US 0.5849242484332 0.4150757515668
HI_SS0134 US US 0.590168343758809 0.409831656241191
HI_SS0150 US CAN 0.472211713504268 0.527788286495732
NS_SS1451 US US 0.579369232482938 0.420630767517062
NS_SS0838 US US 0.580286110741247 0.419713889258753
NS_SS0752 US CAN 0.457035559407534 0.542964440592466
NS_SS1445 CAN US 0.540459781319065 0.459540218680935
NS_SS0876 US US 0.509215552731427 0.490784447268573
NS_SS0867 CAN CAN 0.447442527932717 0.552557472067283
NS_SS0758 CAN CAN 0.44887139238478 0.55112860761522
NS_SS1427 CAN US 0.605225033918299 0.394774966081701
NS_SS1444 US US 0.523361993480972 0.476638006519028
NS_SS0837 US US 0.568813178083615 0.431186821916385
NS_SS0823 US CAN 0.468012867767698 0.531987132232302
NS_SS0829 US US 0.527171115174966 0.472828884825034
NS_SS0844 CAN CAN 0.497903752015519 0.502096247984481
NS_SS0834 CAN US 0.563000698460293 0.436999301539707
NS_SS0822 US US 0.540290966289631 0.459709033710369
NS_SS0746 CAN US 0.530209922263116 0.469790077736884
NS_SS1424 US US 0.526623934376233 0.473376065623767
NS_SS0753 CAN US 0.577322575949124 0.422677424050876
NS_SS0872 US US 0.514565361499588 0.485434638500412
NS_SS1262 CAN US 0.574010042049509 0.425989957950491
NS_SS1448 CAN US 0.526093747093964 0.473906252906036
NS_SS0745 CAN US 0.539631076864423 0.460368923135577
NS_SS1437 CAN CAN 0.460630596280473 0.539369403719527
NS_SS0803 CAN US 0.502599350037998 0.497400649962002
NS_SS1011 US US 0.507302598234646 0.492697401765354
