Ind.ID pred.pop pop.1 pop.2
1 pop.1 0.996033268526998 0.00396673147300219
2 pop.1 0.998488447123843 0.00151155287615712
3 pop.1 0.999429355565725 0.000570644434274681
4 pop.1 0.998984926710905 0.00101507328909523
5 pop.1 0.997523442951702 0.00247655704829752
6 pop.1 0.996084437667668 0.0039155623323317
7 pop.1 0.999267387680769 0.000732612319231052
8 pop.1 0.997650532821584 0.002349467178416
9 pop.1 0.997804162365942 0.00219583763405751
10 pop.1 0.999186308807615 0.000813691192385058
11 pop.1 0.999092382544692 0.000907617455308096
12 pop.1 0.99916759125526 0.00083240874474011
13 pop.1 0.998245569976312 0.00175443002368758
14 pop.1 0.995045486151485 0.00495451384851464
15 pop.1 0.998330959905519 0.00166904009448066
16 pop.1 0.998290776914203 0.00170922308579735
17 pop.1 0.9992404696019 0.000759530398099839
18 pop.1 0.996543002167716 0.00345699783228426
19 pop.1 0.99629507473969 0.00370492526030997
20 pop.1 0.997025027282938 0.00297497271706226
21 pop.1 0.99888884071894 0.00111115928106043
22 pop.1 0.998684077733226 0.00131592226677413
23 pop.1 0.997220149478378 0.00277985052162155
24 pop.1 0.998726599706029 0.00127340029397072
25 pop.1 0.997308480064792 0.002691519935208
26 pop.1 0.994910975218134 0.00508902478186568
27 pop.1 0.998672535184036 0.00132746481596369
28 pop.1 0.998054149789326 0.00194585021067406
29 pop.1 0.997666681905602 0.00233331809439818
30 pop.1 0.998782529522042 0.00121747047795762
31 pop.1 0.999095953137198 0.000904046862801877
32 pop.1 0.998876182561235 0.00112381743876455
33 pop.1 0.996666163847325 0.00333383615267513
34 pop.1 0.996827982538614 0.00317201746138562
35 pop.1 0.999338679516048 0.000661320483952399
36 pop.1 0.99773905410082 0.00226094589917958
37 pop.1 0.997903821901153 0.00209617809884732
38 pop.1 0.998595397575522 0.00140460242447771
39 pop.1 0.998123904092337 0.00187609590766347
40 pop.1 0.998846715721898 0.00115328427810157
41 pop.1 0.998042234778298 0.00195776522170243
42 pop.1 0.998305257726431 0.00169474227356881
43 pop.1 0.998482426094364 0.00151757390563556
44 pop.1 0.996348117989006 0.00365188201099431
45 pop.1 0.998091361216181 0.00190863878381886
46 pop.1 0.997978462492904 0.00202153750709588
47 pop.1 0.999462436787901 0.000537563212099412
