Ind.ID origin.pop pred.pop US CAN
HI_SS0027 US US 0.575052306773922 0.424947693226078
HI_SS0049 US CAN 0.460797136613968 0.539202863386032
HI_SS0053 US US 0.649690133553608 0.350309866446392
HI_SS0105 CAN US 0.556666821852259 0.443333178147741
HI_SS0107 US US 0.520161823393108 0.479838176606892
HI_SS0112 CAN US 0.6664869571434 0.3335130428566
HI_SS0117 CAN US 0.630815813042711 0.369184186957289
HI_SS0124 US US 0.739835058380799 0.260164941619201
HI_SS0127 US US 0.504544071548225 0.495455928451775
HI_SS0129 CAN CAN 0.490869421123838 0.509130578876162
NS_SS0754 CAN US 0.650861438640903 0.349138561359097
NS_SS1432 US CAN 0.486170844447885 0.513829155552115
NS_SS0838 US US 0.557266798753851 0.442733201246149
NS_SS1450 CAN US 0.599630082364551 0.400369917635449
NS_SS0820 US US 0.638272133979079 0.361727866020921
NS_SS0748 CAN US 0.577283113484287 0.422716886515713
NS_SS1423 US US 0.619613285694501 0.380386714305499
NS_SS0825 CAN US 0.521294441401638 0.478705558598362
NS_SS0867 CAN US 0.658071007356416 0.341928992643584
NS_SS1444 CAN US 0.631523537106186 0.368476462893814
NS_SS0837 US CAN 0.494734421481319 0.505265578518681
NS_SS1008 US US 0.618757848745489 0.381242151254511
NS_SS1265 US US 0.565443559855969 0.434556440144031
NS_SS1424 US US 0.764495402087984 0.235504597912016
NS_SS0880 CAN CAN 0.454844776012819 0.545155223987181
NS_SS0827 US US 0.708772090828983 0.291227909171017
NS_SS1443 CAN US 0.67182098961002 0.32817901038998
NS_SS1434 CAN US 0.546569435626652 0.453430564373348
NS_SS1446 CAN US 0.501338993822339 0.498661006177661
NS_SS0739 US CAN 0.48881133217971 0.51118866782029
NS_SS0802 CAN US 0.692686479742303 0.307313520257697
NS_SS0747 US US 0.585988296314197 0.414011703685803
NS_SS1437 US US 0.740070391693706 0.259929608306294
NS_SS0760 CAN US 0.517382937921201 0.482617062078799
NS_SS0749 US US 0.556296555539944 0.443703444460056
