Ind.ID pred.pop CAN US
HI_SS0296 CAN 0.862993762228739 0.137006237771261
HI_SS0297 CAN 0.969531949527851 0.0304680504721491
HI_SS0299 CAN 0.949175691126368 0.0508243088736321
HI_SS0300 CAN 0.909248382176124 0.0907516178238763
HI_SS0301 CAN 0.743053580134062 0.256946419865938
HI_SS0302 CAN 0.926794815322779 0.073205184677221
HI_SS0303 CAN 0.915816193307122 0.0841838066928778
HI_SS0304 CAN 0.839666863985731 0.160333136014269
HI_SS0306 US 0.464935300366466 0.535064699633534
HI_SS0307 CAN 0.525783902558534 0.474216097441466
HI_SS0308 CAN 0.704146895621513 0.295853104378487
HI_SS0309 CAN 0.924799684061564 0.075200315938436
HI_SS0310 CAN 0.805729269498534 0.194270730501466
HI_SS0311 CAN 0.816766091184591 0.183233908815409
HI_SS0314 CAN 0.88729960310861 0.11270039689139
HI_SS0316 CAN 0.907057834865476 0.0929421651345239
HI_SS0317 CAN 0.565647049496601 0.434352950503399
HI_SS0318 CAN 0.798905891218106 0.201094108781894
HI_SS0319 CAN 0.947228295568366 0.052771704431634
HI_SS0320 US 0.398652597497446 0.601347402502554
HI_SS0321 CAN 0.948275695867547 0.0517243041324533
HI_SS0323 CAN 0.923361635178488 0.0766383648215119
HI_SS0325 CAN 0.796861222693217 0.203138777306783
HI_SS0327 CAN 0.875859158678569 0.124140841321431
HI_SS0329 CAN 0.798190780356479 0.201809219643521
HI_SS0333 CAN 0.931594575734202 0.0684054242657975
HI_SS0334 CAN 0.837359516357742 0.162640483642258
HI_SS0335 CAN 0.826268766067658 0.173731233932342
HI_SS0339 CAN 0.885720881777502 0.114279118222498
HI_SS0343 US 0.469905549863277 0.530094450136723
HI_SS0344 CAN 0.863314865628909 0.136685134371091
HI_SS0345 US 0.347040537134677 0.652959462865323
HI_SS0346 CAN 0.927245289256989 0.0727547107430114
HI_SS0350 CAN 0.908950145167587 0.0910498548324126
HI_SS0351 CAN 0.971269819152483 0.0287301808475168
HI_SS0352 US 0.261342735413396 0.738657264586604
HI_SS0362 CAN 0.869830095349897 0.130169904650103
HI_SS0363 CAN 0.801177452592683 0.198822547407317
HI_SS0365 CAN 0.870739202478629 0.129260797521371
HI_SS0366 CAN 0.877055154361084 0.122944845638916
HI_SS0367 CAN 0.9295175633141 0.0704824366859002
HI_SS0369 CAN 0.593424764143357 0.406575235856643
HI_SS0370 CAN 0.934216350649426 0.0657836493505743
HI_SS0371 CAN 0.63610906239618 0.36389093760382
HI_SS0373 CAN 0.612883682056977 0.387116317943023
HI_SS0374 CAN 0.916677136450932 0.083322863549068
HI_SS0377 CAN 0.778935187654537 0.221064812345463
HI_SS0379 CAN 0.964169219667695 0.0358307803323051
HI_SS0380 CAN 0.918238462404523 0.0817615375954773
HI_SS0381 CAN 0.561081591801375 0.438918408198625
HI_SS0384 CAN 0.612993745406573 0.387006254593427
HI_SS0385 CAN 0.972849659101834 0.0271503408981663
HI_SS0617 CAN 0.92209122099707 0.0779087790029298
HI_SS0618 CAN 0.759539513174861 0.240460486825139
HI_SS0619 CAN 0.810666238917036 0.189333761082964
HI_SS0620 CAN 0.922053959115256 0.0779460408847439
HI_SS0621 CAN 0.708311884779113 0.291688115220887
HI_SS0622 CAN 0.8746413483562 0.1253586516438
HI_SS0626 CAN 0.760298664498999 0.239701335501001
HI_SS0627 CAN 0.961149907770769 0.0388500922292314
HI_SS0628 CAN 0.790266651421426 0.209733348578574
HI_SS0629 CAN 0.896627322860102 0.103372677139898
HI_SS0630 CAN 0.680383667563763 0.319616332436237
HI_SS0631 CAN 0.945106957195817 0.0548930428041831
HI_SS0632 CAN 0.862311947526846 0.137688052473154
HI_SS0633 CAN 0.939748861521032 0.0602511384789677
HI_SS0634 CAN 0.835262285333337 0.164737714666663
HI_SS0635 CAN 0.921759582750514 0.0782404172494859
HI_SS0637 CAN 0.721523771856434 0.278476228143566
HI_SS0638 CAN 0.753779058090256 0.246220941909744
HI_SS0639 CAN 0.86506641549004 0.13493358450996
HI_SS0640 CAN 0.897771952794468 0.102228047205532
HI_SS0641 CAN 0.837976153216897 0.162023846783103
HI_SS0642 CAN 0.908601909271957 0.0913980907280434
HI_SS0645 CAN 0.747925298642688 0.252074701357312
HI_SS0646 CAN 0.83324864161133 0.16675135838867
HI_SS0647 CAN 0.876339090155343 0.123660909844657
HI_SS0648 CAN 0.833145102480295 0.166854897519705
HI_SS0649 CAN 0.919017174069306 0.0809828259306938
HI_SS0650 CAN 0.855517301560435 0.144482698439565
HI_SS0651 CAN 0.816519739536136 0.183480260463864
HI_SS0652 CAN 0.848076870619574 0.151923129380426
HI_SS0559 CAN 0.954596797094804 0.0454032029051958
HI_SS0563 CAN 0.863223491184753 0.136776508815247
HI_SS0564 CAN 0.931898466989355 0.0681015330106455
HI_SS0565 CAN 0.931974024103826 0.0680259758961739
HI_SS0569 CAN 0.813978231877259 0.186021768122741
HI_SS0570 CAN 0.951226696016017 0.0487733039839827
HI_SS0572 CAN 0.825688857883285 0.174311142116715
HI_SS0576 CAN 0.732022492747065 0.267977507252935
HI_SS0579 CAN 0.817684922471272 0.182315077528728
HI_SS0580 CAN 0.912216955482778 0.0877830445172217
HI_SS0581 CAN 0.844785026556886 0.155214973443114
HI_SS0583 CAN 0.845179109089237 0.154820890910763
HI_SS0586 CAN 0.850379462105933 0.149620537894067
HI_SS0588 CAN 0.94631778779286 0.0536822122071401
HI_SS0595 US 0.475761898269753 0.524238101730247
HI_SS0596 CAN 0.855613237991934 0.144386762008066
