Ind.ID origin.pop pred.pop US CAN
HI_SS0027 US US 0.551033546730715 0.448966453269285
HI_SS0041 US US 0.533596261629907 0.466403738370093
HI_SS0049 US US 0.543387375068205 0.456612624931795
HI_SS0054 US US 0.604796329492708 0.395203670507292
HI_SS0105 CAN US 0.545806198166671 0.454193801833329
HI_SS0107 CAN US 0.585326889880136 0.414673110119864
HI_SS0114 US US 0.519075962118178 0.480924037881822
HI_SS0126 CAN US 0.529650420405198 0.470349579594802
NS_SS0832 US US 0.504432562508822 0.495567437491178
NS_SS0752 CAN US 0.543856338979679 0.456143661020321
NS_SS0876 CAN US 0.518456031764121 0.481543968235879
NS_SS0875 US US 0.535165550439636 0.464834449560364
NS_SS0755 CAN US 0.58327094480496 0.41672905519504
NS_SS0758 US CAN 0.49559528796964 0.50440471203036
NS_SS0829 CAN US 0.590809972752689 0.409190027247311
NS_SS0834 CAN US 0.556257277270867 0.443742722729133
NS_SS1438 CAN CAN 0.483488757420914 0.516511242579086
NS_SS1424 US US 0.540825046122759 0.459174953877241
NS_SS0879 US US 0.572713337962634 0.427286662037366
NS_SS0753 US US 0.503970886774773 0.496029113225227
NS_SS1447 CAN US 0.554017870632717 0.445982129367283
NS_SS1443 CAN US 0.555716017188508 0.444283982811492
NS_SS1448 CAN US 0.622644507525803 0.377355492474197
NS_SS1446 US US 0.560000778387846 0.439999221612154
NS_SS0739 CAN US 0.541242777468123 0.458757222531877
NS_SS0802 US US 0.509641676528095 0.490358323471905
NS_SS0742 US US 0.518537776766187 0.481462223233813
NS_SS0803 CAN CAN 0.477359678655946 0.522640321344054
NS_SS0865 US US 0.528755367023031 0.471244632976969
NS_SS0759 CAN CAN 0.48966074752234 0.51033925247766
NS_SS0830 CAN CAN 0.440977868139733 0.559022131860267
NS_SS1011 US US 0.535340315172155 0.464659684827845
NS_SS0883 US US 0.546244777319456 0.453755222680544
NS_SS0831 US US 0.515808960156834 0.484191039843166
NS_SS0749 US CAN 0.468168467615338 0.531831532384662
